#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      348.8   270.7   173.5   236.3   249.8   322.0   358.5   379.6   395.9   415.8   441.0   484.8   647.9  3899.0 11330.4  29967.9    30000
read      353.1   284.4   173.5   238.1   253.5   327.0   362.6   383.7   399.2   419.2   444.7   488.4   648.6  4120.0 12369.7  29989.2    30010
read      362.7   267.7   173.5   243.0   259.4   338.1   373.7   395.4   411.0   430.6   457.2   499.9   679.2  3777.7 10918.4  30048.4    30020
read      353.2   257.9   173.5   237.4   252.8   328.1   363.8   385.2   400.6   421.4   448.0   493.2   667.5  3736.6  9738.4  30032.8    30030
read      353.5   267.0   173.5   238.5   254.1   327.8   362.7   383.7   399.4   419.9   446.3   492.0   671.4  3681.6 10662.6  30003.5    30040
read      356.8   275.7   173.5   240.7   256.6   331.5   367.0   388.3   402.9   423.5   449.2   492.5   658.5  3953.0 11565.0  30059.1    30050
read      362.6   277.6   173.5   242.4   258.9   335.6   370.7   392.3   407.5   428.3   455.8   502.1   703.9  3985.4 10988.7  30015.1    30060
read      361.0   259.3   173.5   241.5   257.9   336.1   372.4   394.3   409.9   430.2   457.7   502.5   686.3  3641.4 10177.5  30044.1    30070
read      348.0   273.2   160.7   234.5   248.8   321.6   357.0   377.5   394.2   413.9   439.7   485.0   658.5  3606.9 11554.2  30070.0    30080
read      364.8   276.4   173.5   243.1   259.2   338.2   375.1   397.6   414.3   433.7   461.6   507.4   703.5  3862.5 12211.3  30123.1    30090
read      368.7   279.0   173.5   246.0   262.1   342.8   381.1   402.7   420.0   438.5   464.8   506.7   682.2  4009.5 11429.0  30184.6    30100
read      363.9   281.1   173.5   243.6   259.5   336.1   373.0   395.7   412.2   432.2   459.9   504.4   688.0  4058.4 10910.0  30092.0    30110
read      371.8   278.1   173.5   246.3   262.7   344.8   384.2   406.3   424.1   444.1   469.5   514.6   689.6  4297.5 10867.0  30142.2    30120
read      357.1   278.0   173.5   238.2   254.0   329.7   367.2   389.8   405.5   426.9   453.9   498.4   680.8  3869.4 12025.2  30170.6    30130
read      355.6   275.4   173.5   236.7   251.7   328.3   365.5   388.2   404.0   425.9   453.3   498.4   680.7  3973.5 11703.0  30090.0    30140
read      374.5   298.0   173.5   249.4   265.3   346.4   385.2   406.8   424.7   444.9   470.4   516.8   715.7  4283.1 12854.1  30210.0    30150
read      360.9   286.9   173.5   238.1   254.3   333.1   371.8   395.6   413.5   434.8   463.9   508.3   674.3  3998.3 12535.3  30176.4    30160
read      356.9   255.1   173.5   239.1   254.8   331.2   369.1   392.3   408.9   430.0   457.7   500.6   664.3  3491.9 10371.9  30137.5    30170
read      359.6   260.2   173.5   241.0   257.1   334.5   371.0   393.7   410.2   431.2   458.6   501.0   664.8  3565.5 11060.8  30136.0    30180
