#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      347.8   260.2   173.5   236.1   250.2   322.4   357.0   376.8   393.4   412.6   437.9   484.1   655.1  3620.3 10453.1  29938.9    30000
read      348.7   279.0   173.5   234.8   248.7   320.8   356.0   376.6   393.8   413.9   440.3   486.2   650.0  4187.1 11829.4  29939.3    30010
read      352.3   280.0   173.5   237.0   251.7   324.7   360.3   381.5   397.9   418.6   445.7   493.8   680.6  4010.1 11468.0  29994.8    30020
read      351.0   268.5   173.5   237.2   251.5   323.5   359.5   381.1   397.8   418.8   446.0   493.7   667.9  3995.3 10522.8  30033.3    30030
read      354.5   289.0   173.5   240.7   256.4   328.0   361.8   382.1   397.8   417.9   443.9   489.6   657.9  3899.0 11239.5  30030.7    30040
read      352.9   266.4   173.5   236.8   251.5   326.2   362.9   385.4   401.8   424.1   452.3   498.5   674.4  3493.8 11507.8  30018.9    30050
read      353.4   275.4   173.5   236.9   251.5   325.5   361.7   383.4   399.8   421.3   449.0   496.0   678.0  3833.7 10820.1  30043.0    30060
read      356.2   272.6   173.5   237.8   253.7   330.9   366.7   388.2   403.2   424.4   451.2   496.3   668.1  3665.6 11630.6  30095.7    30070
read      346.7   266.3   173.5   236.6   250.9   320.7   354.0   373.6   390.8   410.4   436.7   483.7   649.3  3606.4 10549.6  30022.6    30080
read      347.7   272.0   173.5   235.7   250.2   322.1   356.3   376.1   392.9   412.2   437.6   482.6   639.4  3722.5 11990.1  30094.9    30090
read      351.7   239.7   173.5   241.1   256.6   328.5   362.1   382.0   397.4   416.6   440.8   483.0   637.0  3366.0  9274.9  30075.5    30100
read      357.6   262.9   173.5   240.6   256.7   332.8   367.9   389.1   403.7   424.4   450.4   493.9   666.0  3781.3 10699.2  30108.6    30110
read      361.8   263.3   173.5   241.4   257.9   337.3   373.1   395.1   411.0   430.9   458.0   502.0   679.8  3828.6 10459.4  30105.6    30120
read      364.9   268.5   160.7   243.7   260.5   341.3   377.4   398.8   415.3   434.0   460.7   503.2   667.5  3618.9 11671.9  30094.0    30130
read      365.4   266.0   173.5   245.5   261.6   341.0   376.3   397.7   413.9   433.2   460.4   504.1   688.3  3790.8  9900.8  30159.2    30140
read      361.2   263.8   173.5   242.8   259.0   336.3   371.1   392.5   407.5   427.8   454.0   496.3   682.1  3773.2 10490.2  30173.6    30150
read      347.6   257.8   173.5   236.9   251.0   321.4   355.3   374.8   391.9   411.2   437.4   485.4   675.5  3502.3 10993.9  30128.5    30160
read      360.3   275.9   160.7   240.1   256.8   333.5   369.0   391.1   406.9   428.7   457.6   504.1   686.8  3966.1 11520.0  30226.4    30170
