ubuntu@client-measure-38j0:~/memcache-perf-dynamic$ ./mcperf -s 10.156.0.45 -a 10.156.0.44 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (93033, 83338, 73337, 48277, 8810, 6621, 79850, 63136, 78326, 95470, 90283, 35231, 26411, 84688, 58242, 93555, 16981, 56139, 96592, 33151, 18440, 77805, 78472, 76224, 16651, 22303, 9362, 80676, 78310, 28075, 26415, 59963, 53656, 75984, 74978, 71271, 98709, 95580, 46280, 86952, 94862, 39777, 39023, 7531, 81175, 99083, 8223, 31855, 86511, 7455, 46844, 54542, 51870, 78139, 85169, 66556, 75547, 41490, 39790, 64403, 89849, 57398, 77252, 9490, 41079, 75531, 57920, 7212, 39161, 40641, 33929, 89109, 52208, 53358, 93933, 92382, 65408, 75191, 44037, 14272, 39826, 17699, 60691, 22278, 76403, 76170, 63917, 99833, 78791, 27333, 8529, 35334, 46811, 84440, 64800, 19369, 13281, 12260, 46783, 82008, 38136, 6565, 87407, 54487, 66256, 73579, 23629, 67733, 97656, 66502, 21517, 17103, 20652, 96810, 88816, 80558, 88952, 76411, 32634, 78647, 72742, 14576, 22504, 69897, 83514, 73036, 19473, 54572, 77156, 99621, 30063, 94128, 46033, 15324, 44734, 39572, 14842, 20629, 95625, 33481, 54887, 41304, 47541, 98244, 67616, 31298, 37651, 26110, 56017, 35809, 44588, 53954, 51549, 89191, 14770, 53596, 14673, 38491, 89969, 68028, 32055, 37193, 28379, 94935, 22842, 45661, 36908, 85438, 27437, 42518, 33624, 95444, 37788, 47233, 41812, 38280, 54616, 49483, 53270, 36048)
Average QPS expected = 54139
Timestamp start: 1652880407576
Timestamp end: 1652882207993

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      453.9   445.5    93.8   168.8   190.4   328.6   426.8   495.8   549.8   621.2   748.9  1310.7  2191.5  3210.7  9703.7  53294.2    53358
read      700.5   483.3    93.8   186.6   234.1   644.6   787.4   870.5   938.5  1025.0  1142.8  1346.7  2214.1  4118.6 12850.3  93986.0    93933
read      698.7   417.3    93.8   203.8   260.5   651.0   796.2   881.8   947.1  1030.3  1142.9  1335.8  1839.5  3660.9 11581.8  92350.1    92382
read      443.3   445.9    93.8   174.9   198.6   342.0   433.0   495.3   542.0   607.1   718.6  1081.0  1999.2  3472.1 13811.4  65399.7    65408
read      445.8   375.2    93.8   179.5   205.4   357.4   447.3   504.7   549.0   613.9   721.3  1038.2  1904.7  3158.3 10370.5  75137.5    75191
read      466.4   465.9    93.8   168.0   188.3   331.6   444.7   523.6   582.6   657.1   819.8  1386.6  2020.7  3978.7 11168.5  44032.3    44037
read      439.4   455.0   101.3   175.7   200.2   408.9   510.8   552.4   582.1   614.8   655.4   737.3   995.5  5379.5 16828.4  14284.5    14272
read      453.5   393.9    93.8   172.5   196.2   364.6   481.5   548.4   595.8   651.7   739.6  1052.1  1657.7  3713.1 13231.7  39884.9    39826
read      438.7   357.7    93.8   176.0   200.6   404.4   520.2   565.9   595.5   627.9   671.9   749.8  1025.5  4049.8 13251.1  17702.2    17699
read      438.6   389.8    93.8   174.2   197.7   343.9   434.5   497.1   543.8   605.5   700.2  1049.3  1982.5  2985.4 10070.3  60607.3    60691
read      453.8   392.3    93.8   178.8   204.8   401.6   525.6   579.6   615.5   656.7   713.3   823.0  1170.2  4354.3 12606.3  22294.0    22278
read      457.6   391.1    93.8   189.0   215.4   371.4   464.3   524.0   571.8   637.0   751.0  1026.3  1782.0  3207.4 12244.9  76426.7    76403
