#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      306.3   481.9    93.8   173.2   192.0   276.4   307.8   325.3   339.6   358.4   386.1   439.2   621.5  6659.1 29085.1   4923.4     5000  1651956350833  1651956356123
read      334.7   257.1    93.8   169.1   192.2   320.0   371.1   396.3   414.3   434.9   464.5   514.9   659.5  3524.5  8788.1  10006.8    10000  1651956357628  1651956362903
read      364.6   274.5    86.8   165.8   192.4   343.8   407.0   438.3   462.1   490.6   527.6   588.7   737.2  4217.6  8975.8  14944.8    15000  1651956364408  1651956369663
read      380.6   232.4    86.8   167.9   194.9   356.9   429.7   467.8   498.3   533.1   577.1   637.6   797.4  4094.7  6981.8  19945.4    20000  1651956371167  1651956376420
read      385.4   223.9    86.8   165.0   192.5   361.9   435.4   478.6   512.3   549.1   596.1   665.1   838.1  1804.4  8388.7  24933.8    25000  1651956377924  1651956383184
read      393.4   240.0    80.4   165.8   194.7   371.0   445.8   487.6   520.9   560.5   610.9   678.5   829.6  2192.2  9565.9  30093.0    30000  1651956384687  1651956389950
read      409.4   211.8    86.8   172.3   201.5   388.4   464.2   508.3   543.5   586.2   636.9   710.9   872.6  1629.1  5671.0  35030.6    35000  1651956391454  1651956396718
read      404.4   214.9    80.4   168.6   197.2   382.4   461.5   506.0   541.6   581.9   632.8   706.1   866.8  1332.2  7905.0  39883.6    40000  1651956398223  1651956403481
read      405.8   242.3    80.4   167.2   197.2   386.8   462.5   504.2   538.1   579.2   630.2   700.0   867.8  1513.7  7020.7  45081.4    45000  1651956404985  1651956410242
read      401.7   228.7    80.4   166.9   196.2   383.1   458.0   498.8   532.3   574.1   625.4   697.6   855.6  1288.2  9178.7  49790.4    50000  1651956411746  1651956416998
read      392.6   243.1    74.4   160.9   189.4   372.2   449.8   490.8   523.3   565.6   616.1   687.8   837.1  1203.8  8911.8  54963.0    55000  1651956418502  1651956423749
read      383.0   240.3    80.4   152.2   177.4   355.8   437.4   481.8   515.7   558.7   614.9   698.7   881.4  1342.6  9432.0  59925.0    60000  1651956425253  1651956430503
read      377.7   212.0    80.4   152.3   177.4   350.6   430.7   475.2   508.3   551.0   608.4   694.6   865.5  1367.2  7222.8  65123.0    65000  1651956432006  1651956437258
read      377.2   209.5    74.4   150.3   175.6   351.9   429.1   473.5   507.8   551.1   608.1   697.0   870.6  1197.9  5294.7  69885.4    70000  1651956438763  1651956444011
read      370.7   204.4    80.4   155.8   182.0   344.5   418.0   460.9   493.1   533.3   588.3   673.1   838.3  1171.8  6952.6  74886.6    75000  1651956445514  1651956450752
read      368.9   207.4    74.4   156.8   183.7   345.0   416.9   458.4   489.2   527.0   578.6   660.5   816.1  1132.5  6848.9  79997.8    80000  1651956452255  1651956457519
read      370.6   213.9    74.4   158.7   185.7   346.5   419.1   459.6   489.9   527.6   578.6   657.5   830.2  1207.6  8102.1  84983.2    85000  1651956459022  1651956464262
read      370.9   204.1    74.4   162.7   191.6   348.3   417.0   455.7   484.8   521.2   572.8   652.2   819.9  1219.6  6323.5  89752.0    90000  1651956465765  1651956471021
read      372.6   233.5    74.4   167.2   196.1   349.6   416.7   454.9   483.4   518.8   568.5   644.2   822.5  1130.8  7949.7  94849.6    95000  1651956472524  1651956477768
read      462.9   251.9    74.4   218.3   256.4   434.6   506.4   549.4   585.8   631.7   700.5   807.8  1006.4  1368.2 10570.4  99809.2   100000  1651956479272  1651956484516
read      440.3   218.4    80.4   208.0   244.0   415.1   483.9   525.2   556.2   599.8   663.3   766.0   972.6  1314.3  8100.6 105151.8   105000  1651956486019  1651956491286
read      440.3   210.6    74.4   201.2   237.6   415.7   486.5   526.4   557.0   601.2   670.9   790.2  1003.5  1203.1  6277.7 109832.0   110000  1651956492791  1651956498054
read      502.1   235.0    86.8   269.5   310.5   469.4   528.9   571.2   610.6   666.9   748.3   873.3  1024.7  1307.1  8609.5 114998.5   115000  1651956499558  1651956504830
read      507.2   224.1    86.8   271.5   310.3   471.3   544.4   594.4   636.2   688.6   756.4   856.2  1025.9  1350.1  8523.0 118926.4   120000  1651956506335  1651956511583
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.12%,48.50%,100.00%
