fft,1653387574.1970913,create,
dedup,1653387574.233719,create,
ferret,1653387574.2689884,create,
freqmine,1653387574.304798,create,
canneal,1653387574.336425,create,
blackscholes,1653387574.367885,create,
fft,1653387574.5924969,start,
ferret,1653387574.842959,start,
ferret,1653387574.8900058,update,1-2-3
fft,1653387586.1890492,pause,
ferret,1653387595.907732,update,2-3
fft,1653387606.1288805,unpause,
ferret,1653387606.2006063,update,1-2-3
fft,1653387616.4182603,pause,
fft,1653387617.4714782,unpause,
fft,1653387618.5389266,pause,
fft,1653387619.6084688,unpause,
fft,1653387620.7142951,pause,
fft,1653387621.2596993,unpause,
fft,1653387621.7993398,pause,
fft,1653387622.340041,unpause,
fft,1653387636.1327238,pause,
ferret,1653387636.3554454,update,2-3
ferret,1653387649.1633768,update,1-2-3
fft,1653387665.9789898,unpause,
fft,1653387685.7806447,pause,
ferret,1653387686.3279462,update,2-3
ferret,1653387706.295225,update,1-2-3
fft,1653387715.9822338,unpause,
fft,1653387766.3018475,pause,
ferret,1653387766.8596227,update,2-3
fft,1653387806.0828276,unpause,
ferret,1653387806.1404648,update,1-2-3
fft,1653387815.992853,pause,
ferret,1653387818.0794547,update,2-3
ferret,1653387825.7645402,update,1-2-3
fft,1653387826.3112144,unpause,
fft,1653387836.0600498,pause,
ferret,1653387836.6326535,update,2-3
ferret,1653387846.3890426,update,1-2-3
fft,1653387875.8839078,unpause,
fft,1653387905.8468006,pause,
ferret,1653387906.4595435,update,2-3
ferret,1653387966.116645,update,1-2-3
fft,1653387966.6923766,unpause,
fft,1653387975.8641458,pause,
fft,1653387976.4185288,unpause,
fft,1653387979.5037491,pause,
fft,1653387980.0952349,unpause,
fft,1653387981.2714694,pause,
fft,1653387981.8602924,unpause,
fft,1653387982.403398,pause,
fft,1653387982.9550843,unpause,
fft,1653387997.2087548,pause,
fft,1653387997.759868,unpause,
fft,1653387998.4770157,pause,
fft,1653387999.5465696,unpause,
fft,1653388000.7663243,pause,
fft,1653388001.331337,unpause,
fft,1653388005.95219,pause,
ferret,1653388006.5486877,update,2-3
ferret,1653388015.7765791,update,1-2-3
fft,1653388016.3983898,unpause,
fft,1653388017.5191457,pause,
fft,1653388018.0831187,unpause,
fft,1653388021.1797411,pause,
fft,1653388021.74293,unpause,
fft,1653388024.4388962,pause,
fft,1653388024.9792085,unpause,
fft,1653388036.2606616,pause,
ferret,1653388040.887306,update,2-3
ferret,1653388045.0169902,update,1-2-3
fft,1653388046.071077,unpause,
fft,1653388056.359826,pause,
fft,1653388066.059832,unpause,
fft,1653388096.11688,pause,
ferret,1653388096.1714916,update,2-3
ferret,1653388115.5980523,update,1-2-3
fft,1653388116.1547248,unpause,
fft,1653388125.9490817,pause,
ferret,1653388126.5152574,update,2-3
ferret,1653388136.3167481,update,1-2-3
fft,1653388138.8949153,unpause,
fft,1653388139.5111163,pause,
ferret,1653388141.546685,exit,
freqmine,1653388141.8050783,start,
canneal,1653388142.1131325,start,
freqmine,1653388142.1645694,update,1-2-3
canneal,1653388142.2074254,update,2-3
freqmine,1653388145.8452709,update,2-3
canneal,1653388145.889675,update,2
fft,1653388156.2037265,unpause,
freqmine,1653388156.264809,update,1-2-3
canneal,1653388156.3307612,update,2-3
fft,1653388166.0616627,pause,
