#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read     6608.0  9866.9   187.4   377.5  2575.6  2826.5  3752.6  3905.9  3991.3  4151.4 29822.5 31584.1 36982.0 56995.8 61510.8   4911.4     5000
read     2922.1  4182.7   187.4   295.2   337.0  2840.5  2953.7  3188.0  3644.0  3838.3  3937.8  4037.3 30927.9 36839.8 40595.1   9965.2    10000
read     2027.3  2461.9   173.5   286.3   330.7  2719.6  2902.9  2969.3  3053.4  3192.5  3448.1  3874.9  4251.2 32084.1 37762.0  14977.0    15000
read     1879.3  3269.4   160.7   293.0   345.5   706.9  2834.2  2941.6  3020.2  3135.3  3285.4  3866.1 15494.3 36509.4 51620.6  19970.4    20000
read     1863.0  4053.3   173.5   310.6   365.5   708.5  1000.9  2827.7  2994.1  3151.5  3353.5  4791.8 30682.3 37196.2 49549.8  24944.8    25000
read     1636.5  3493.9   173.5   318.7   377.1   722.6   924.1  1277.7  2911.8  3118.2  3323.3  4356.8 27334.4 36934.0 50321.7  30024.8    30000
read     2442.6  4184.1   187.4   648.8   715.6   983.8  1396.1  1730.9  4413.3  4893.3  5413.2  8873.6 30239.0 37388.6 56875.0  32404.6    35000
read     2464.8  4175.5   187.4   659.3   724.3   985.6  1427.8  1748.2  4471.6  4927.8  5441.0  8902.4 30456.8 36574.7 49399.2  32205.6    40000
read     2487.1  4178.6   236.1   661.5   731.0  1008.8  1409.7  1784.5  4504.3  4946.9  5457.0  8953.4 30399.0 37054.7 51624.0  31929.4    45000
read     2396.3  4065.3   236.1   652.5   711.5   964.3  1435.4  1718.1  4483.0  4866.3  5271.0  8505.3 30270.2 36711.6 51307.4  33115.0    50000
read     2442.3  4073.9   202.4   662.3   724.6   983.5  1473.3  1786.2  4546.0  4911.3  5312.2  8610.6 30134.5 37287.7 49489.7  32432.0    55000
read     2476.0  4043.3   275.4   658.5   732.0  1015.4  1472.3  1826.0  4599.0  4949.8  5381.5  8722.6 29629.1 36718.2 48820.3  31905.2    60000
read     2431.7  4079.4   236.1   649.8   710.5   984.1  1459.3  1774.7  4562.2  4913.7  5284.6  8399.3 30237.2 37200.0 46384.1  32761.8    65000
read     2414.8  4006.7   236.1   625.6   696.9  1003.8  1421.8  1801.4  4566.8  4910.2  5248.2  8264.7 30127.6 36960.6 43834.4  32804.6    70000
