#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      398.8   393.0   173.5   251.2   274.9   370.0   405.7   425.9   439.2   456.6   475.9   511.4   901.4  7556.6 11812.8   4973.0     5000
read      460.2   537.2   173.5   242.7   266.5   427.4   492.2   525.1   546.8   575.1   610.5   670.9   971.2  8373.2 20451.1  10058.8    10000
read      492.5   294.7   173.5   243.7   273.8   465.0   542.6   586.1   619.5   659.5   714.0   803.5  1016.2  3661.4 11615.8  15100.2    15000
read      531.3   361.2   173.5   243.8   274.5   500.7   584.2   635.2   676.2   728.5   796.5   898.9  1122.1  3446.7 15309.1  19974.8    20000
read      543.0   446.4   160.7   237.5   265.2   507.9   594.8   649.5   693.1   751.1   828.8   935.4  1187.6  4951.7 17932.6  24973.4    25000
read      542.1   364.8   160.7   238.2   264.2   502.4   600.7   660.2   708.4   775.0   863.3   979.6  1262.2  3811.6 13953.8  29957.6    30000
read      527.7   315.4   160.7   233.3   256.9   494.0   593.4   648.9   692.7   750.6   833.1   950.6  1218.1  3564.7 10120.5  35046.4    35000
read      537.3   326.3   173.5   232.0   255.4   501.0   606.7   665.2   710.5   771.1   855.0   979.7  1290.1  3260.9 10865.8  40022.5    40000
read      548.7   383.4   160.7   238.4   265.7   512.2   617.6   673.1   715.5   769.0   844.5   973.2  1316.7  4175.0 11524.6  44905.2    45000
read      517.9   331.7   160.7   233.7   256.6   460.3   568.4   634.4   690.5   763.2   853.3   977.3  1263.8  2941.8 11293.9  50007.4    50000
read      547.4   326.6   160.7   244.2   273.0   501.4   609.7   672.4   721.9   783.7   864.4   993.7  1340.8  2715.9 12347.3  55072.8    55000
read      554.2   325.2   160.7   252.7   283.6   509.7   614.9   676.9   726.2   786.0   862.6   988.8  1351.0  2718.6 11470.6  59719.6    60000
read      633.5   371.7   173.5   284.5   329.2   576.9   691.7   765.7   823.5   897.9   999.1  1163.6  1478.6  3273.0 13682.7  65156.8    65000
read      976.4   483.0   187.4   623.0   666.7   823.7   921.5  1232.6  1376.0  1456.0  1537.0  1629.0  1820.1  4726.6 16260.9  66558.9    70000
read     1038.0   517.0   187.4   673.2   721.3   883.7   972.5  1162.9  1446.1  1558.9  1651.6  1743.0  1931.5  4410.1 20095.2  63498.2    75000
