#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read     1835.6  2664.6   187.4   998.3  1027.5  1133.2  1195.2  1248.8  1282.4  3812.7  3913.6  4014.4 10541.9 32329.4 42615.6   4996.6     5000
read     1667.5  1794.6   173.5   298.4   363.9  1189.7  1271.4  1356.3  2950.7  3676.1  3849.8  3976.2  4374.1 27534.8 33833.3   9975.2    10000
read     1394.7  1440.8   173.5   287.3   333.8  1177.0  1272.5  1349.3  1432.5  3077.3  3496.3  3811.2  4059.0 18350.4 32099.7  15049.2    15000
read     1188.7  1149.2   173.5   281.7   330.5  1127.1  1253.0  1328.8  1392.1  1507.2  3029.9  3403.3  3972.6 12565.9 29133.3  19921.4    20000
read     1121.8  1249.9   173.5   282.5   328.8   791.9  1239.5  1326.6  1402.1  1523.0  2537.6  3171.8  4045.4 13871.8 32343.8  25039.2    25000
read     1107.9  1479.0   173.5   289.5   336.1   698.0  1208.4  1310.8  1404.6  1542.3  2187.5  3089.6  5377.4 29110.4 36069.8  29911.4    30000
read     2518.0  4196.8   202.4   702.0   766.0   991.6  1521.8  1847.0  4591.3  4964.3  5497.4  8972.4 30453.6 37259.0 47393.9  31561.6    35000
read     2389.8  4043.4   218.6   658.2   714.0   941.4  1415.6  1671.0  2951.8  4882.9  5450.6  8898.1 29780.3 36866.3 45752.1  32904.2    40000
read     2335.1  3945.2   218.6   642.1   696.3   930.7  1421.2  1666.6  4412.6  4828.8  5294.1  8537.2 28781.1 37392.0 47596.1  33632.5    45000
read     2389.1  3749.2   202.4   680.8   740.5   981.3  1557.6  1931.0  4623.2  5018.9  5548.2  6727.4 25990.5 36770.3 50016.6  32345.2    50000
read     2331.8  3872.2   236.1   647.5   700.0   929.8  1436.6  1680.6  4421.8  4835.3  5288.5  8610.3 28329.6 36340.9 43131.7  33498.2    55000
read     2413.4  4046.0   202.4   655.1   714.4   965.4  1474.4  1727.9  4437.7  4884.1  5377.3  8849.7 29723.1 37272.1 47577.5  32716.0    60000
read     2391.4  3979.9   187.4   657.2   713.0   939.9  1465.5  1721.2  4482.8  4903.9  5364.8  8684.9 28817.4 37467.5 46217.9  32875.0    65000
