1653221425.665093,1
1653221426.1348248,1
1653221427.139147,1
1653221428.1421177,1
1653221429.1461463,1
1653221430.1500185,1
1653221431.15399,1
1653221432.1578882,1
1653221433.1620016,1
1653221434.1659722,1
1653221435.169979,1
1653221436.1741605,1
1653221437.1781118,1
1653221438.1820798,1
1653221439.1860838,1
1653221440.1899369,1
1653221441.194081,1
1653221442.1980898,1
1653221443.202013,1
1653221444.2062273,1
1653221445.210153,1
1653221446.2141657,1
1653221447.218177,1
1653221448.2221813,1
1653221449.2261689,1
1653221450.231543,1
1653221451.2363994,1
1653221452.241102,1
1653221453.2454998,1
1653221454.2500284,1
1653221455.2541022,1
1653221456.258084,1
1653221457.2621129,1
1653221458.2661126,1
1653221459.2699943,1
1653221460.2739325,1
1653221461.2779486,1
1653221462.2821226,1
1653221463.2861063,1
1653221464.2902775,1
1653221465.2941902,1
1653221466.298104,1
1653221467.3021612,1
1653221468.3060825,1
1653221469.310224,1
1653221470.3141177,1
1653221471.3180997,1
1653221472.322098,1
1653221473.3261278,1
1653221474.3300946,1
1653221475.3340857,1
1653221476.3380768,1
1653221477.3420887,1
1653221478.346076,1
1653221479.3499467,1
1653221480.3539999,1
1653221481.35841,1
1653221482.3637986,1
1653221483.3699534,1
1653221484.3755326,1
1653221485.3800063,1
1653221486.3843668,1
1653221487.389963,1
1653221488.3957586,1
1653221489.401047,1
1653221490.4063292,1
1653221491.4102242,1
1653221492.4142582,1
1653221493.4182572,1
1653221494.4222643,1
1653221495.4262044,1
1653221496.4312139,1
1653221497.4358962,1
1653221498.4410775,1
1653221499.4460382,1
1653221500.4505134,1
1653221501.5242255,2
1653221502.537972,2
1653221503.5422745,2
1653221504.547254,2
1653221505.5519116,2
1653221506.556778,2
1653221507.5622687,2
1653221508.5673923,2
1653221509.5718105,2
1653221510.5773294,2
1653221511.5822597,2
1653221512.5876188,2
1653221513.5923762,2
1653221514.598231,2
1653221515.603713,2
1653221516.6091378,2
1653221517.6142983,2
1653221518.6183047,2
1653221519.6222596,2
1653221520.6273088,2
1653221521.6416965,1
1653221522.6957207,1
1653221523.6998892,1
1653221524.7043343,1
1653221525.7086298,1
1653221526.713529,1
1653221527.7197275,1
1653221528.724274,1
1653221529.7298715,1
1653221530.7342472,1
1653221531.739582,1
1653221532.7443092,1
1653221533.7495093,1
1653221534.7542198,1
