fft,1653311409.6281571,create,
dedup,1653311409.6610491,create,
ferret,1653311409.6898532,create,
freqmine,1653311409.7178023,create,
canneal,1653311409.744534,create,
blackscholes,1653311409.7733698,create,
ferret,1653311410.0066342,start,
ferret,1653311471.5008402,update,2-3
ferret,1653311501.3022902,update,1-2-3
ferret,1653311521.513632,update,2-3
ferret,1653311531.1716123,update,1-2-3
ferret,1653311541.2969086,update,2-3
ferret,1653311551.4583542,update,1-2-3
ferret,1653311562.100545,update,2-3
ferret,1653311571.2341993,update,1-2-3
ferret,1653311641.30527,update,2-3
ferret,1653311651.458246,update,1-2-3
ferret,1653311691.8220394,update,2-3
ferret,1653311701.454195,update,1-2-3
ferret,1653311721.7241006,update,2-3
ferret,1653311731.3668585,update,1-2-3
ferret,1653311751.5651603,update,2-3
ferret,1653311761.2081504,update,1-2-3
ferret,1653311781.4110415,update,2-3
ferret,1653311801.646235,update,1-2-3
ferret,1653311821.396961,update,2-3
ferret,1653311871.4487298,update,1-2-3
ferret,1653311881.600487,update,2-3
ferret,1653311901.3329108,update,1-2-3
ferret,1653311911.4847276,update,2-3
ferret,1653311943.9526014,exit,
freqmine,1653311944.2943082,start,
dedup,1653311944.7243488,start,
freqmine,1653311944.7846677,update,2-3
dedup,1653311944.8410432,update,2-3
freqmine,1653311961.6644125,update,1-2-3
dedup,1653311961.6947145,update,1-2-3
freqmine,1653311971.509267,update,2-3
dedup,1653311971.5688527,update,2-3
freqmine,1653312001.6866732,update,1-2-3
dedup,1653312001.7618418,update,1-2-3
freqmine,1653312021.6256375,update,2-3
dedup,1653312021.6845071,update,2-3
freqmine,1653312051.2547035,update,1-2-3
dedup,1653312051.3027453,update,1-2-3
dedup,1653312060.4991336,exit,
dedup,1653312061.0064085,exit,
dedup,1653312061.5130146,exit,
dedup,1653312062.021714,exit,
dedup,1653312062.528276,exit,
dedup,1653312063.0355062,exit,
dedup,1653312063.5429785,exit,
dedup,1653312064.0500956,exit,
dedup,1653312064.5574672,exit,
dedup,1653312065.0645585,exit,
dedup,1653312065.571229,exit,
dedup,1653312066.078216,exit,
dedup,1653312066.5853865,exit,
dedup,1653312067.0921884,exit,
dedup,1653312067.599847,exit,
dedup,1653312068.1064656,exit,
dedup,1653312068.613385,exit,
dedup,1653312069.1204252,exit,
dedup,1653312069.627744,exit,
dedup,1653312070.1343894,exit,
dedup,1653312070.6422327,exit,
freqmine,1653312071.1992562,update,2-3
dedup,1653312071.2338917,exit,
dedup,1653312071.7418249,exit,
dedup,1653312072.2498043,exit,
dedup,1653312072.7585084,exit,
dedup,1653312073.2673342,exit,
dedup,1653312073.7763333,exit,
dedup,1653312074.286789,exit,
dedup,1653312074.7955618,exit,
dedup,1653312075.3026476,exit,
dedup,1653312075.810225,exit,
dedup,1653312076.317142,exit,
dedup,1653312076.8251538,exit,
dedup,1653312077.3337939,exit,
dedup,1653312077.8415577,exit,
dedup,1653312078.348821,exit,
dedup,1653312078.8582604,exit,
dedup,1653312079.366505,exit,
dedup,1653312079.8758461,exit,
dedup,1653312080.3850071,exit,
dedup,1653312080.893568,exit,
dedup,1653312081.401852,exit,
dedup,1653312081.908506,exit,
dedup,1653312082.4150136,exit,
dedup,1653312082.9223568,exit,
dedup,1653312083.4290795,exit,
dedup,1653312083.9371285,exit,
dedup,1653312084.4445474,exit,
dedup,1653312084.9515502,exit,
dedup,1653312085.4591596,exit,
dedup,1653312085.9660072,exit,
dedup,1653312086.4726515,exit,
dedup,1653312086.9803672,exit,
dedup,1653312087.4878695,exit,
dedup,1653312087.9948912,exit,
dedup,1653312088.5024889,exit,
dedup,1653312089.0100193,exit,
dedup,1653312089.5192788,exit,
dedup,1653312090.0260522,exit,
dedup,1653312090.5322046,exit,
dedup,1653312091.0385423,exit,
freqmine,1653312091.598701,update,1-2-3
dedup,1653312091.6062255,exit,
dedup,1653312092.11345,exit,
dedup,1653312092.6197429,exit,
dedup,1653312093.1267004,exit,
dedup,1653312093.633661,exit,
dedup,1653312094.140469,exit,
dedup,1653312094.6473243,exit,
dedup,1653312095.153714,exit,
dedup,1653312095.6613305,exit,
dedup,1653312096.1678114,exit,
dedup,1653312096.674687,exit,
dedup,1653312097.1808577,exit,
dedup,1653312097.6874938,exit,
dedup,1653312098.1945527,exit,
dedup,1653312098.7009892,exit,
dedup,1653312099.207884,exit,
dedup,1653312099.7147431,exit,
dedup,1653312100.2214875,exit,
dedup,1653312100.7281432,exit,
dedup,1653312101.2341034,exit,
dedup,1653312101.7397864,exit,
dedup,1653312102.2457807,exit,
dedup,1653312102.751769,exit,
dedup,1653312103.2576532,exit,
dedup,1653312103.7634861,exit,
dedup,1653312104.2700217,exit,
