freqmine,1653038149.0383575,create,
fft,1653038149.0649486,create,
canneal,1653038149.0935404,create,
ferret,1653038149.1207843,create,
blackscholes,1653038149.1481116,create,
dedup,1653038149.174759,create,
freqmine,1653038149.392077,start,
freqmine,1653038387.4415016,exit,
fft,1653038387.479302,stop,
canneal,1653038387.49243,stop,
ferret,1653038387.505745,stop,
blackscholes,1653038387.520433,stop,
dedup,1653038387.534069,stop,
