#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      371.9   271.9   173.5   238.0   252.8   338.9   386.2   415.1   436.4   463.5   498.0   553.2   741.5  3737.9 11741.5  29991.3    30000
read      367.9   254.5   173.5   237.5   252.3   336.1   381.1   408.4   430.1   456.5   491.2   547.6   742.1  3569.2  9387.4  30028.3    30010
read      365.3   261.5   173.5   238.4   253.0   333.1   376.2   403.3   425.2   451.2   485.7   543.5   730.8  3514.7  9880.9  29979.9    30020
read      379.5   284.4   173.5   241.4   257.6   346.0   392.8   421.3   442.7   469.1   506.4   572.3   776.5  3670.1 12082.8  30012.5    30030
read      363.9   260.8   173.5   239.2   254.6   334.0   374.3   399.2   418.8   442.3   475.2   534.9   720.5  3711.5  9369.3  30060.6    30040
read      364.2   278.3   173.5   237.9   252.5   333.0   374.5   400.0   420.0   444.0   477.8   537.3   735.6  3463.8 12185.7  29986.7    30050
read      364.9   265.6   173.5   238.6   253.8   333.4   374.3   399.7   419.7   443.5   476.7   537.6   736.7  3984.3  9611.0  30036.1    30060
read      364.9   264.3   173.5   237.4   252.0   333.6   376.5   402.3   422.9   447.4   481.3   540.4   736.8  3707.0  9936.1  30129.4    30070
read      364.9   289.5   173.5   238.5   253.4   333.0   374.0   399.6   419.6   443.2   475.1   535.1   739.1  3900.6 12036.1  30114.4    30080
read      363.8   251.8   173.5   238.4   253.3   333.9   376.0   401.3   421.1   443.9   473.7   532.4   733.5  3415.1  9396.8  30080.7    30090
read      368.6   266.6   173.5   241.0   256.6   338.8   381.6   406.5   426.5   449.7   479.2   534.2   723.9  3963.7 10134.9  30088.5    30100
read      367.7   307.9   173.5   236.5   250.6   335.8   381.0   407.2   427.9   452.2   483.4   537.6   729.6  4055.5 12406.0  30062.6    30110
read      361.1   262.3   173.5   235.8   249.8   333.1   376.4   401.0   420.4   442.3   470.6   521.3   699.9  3451.2  9953.0  30160.3    30120
read      367.7   274.0   173.5   236.0   250.2   338.0   384.8   411.2   430.7   454.7   485.4   537.7   731.8  3620.8 10606.3  30130.9    30130
read      364.8   261.4   173.5   234.5   248.8   335.1   380.1   405.4   425.6   449.3   480.5   535.0   735.2  3669.4  9187.0  30166.9    30140
read      361.8   370.1   173.5   235.0   249.6   334.0   376.3   401.0   420.2   442.2   471.1   525.6   719.8  3501.2 10335.4  30198.6    30150
read      364.1   243.7   173.5   236.7   251.4   338.6   381.2   404.1   422.8   443.7   470.9   524.7   723.0  3346.3  8783.5  30167.0    30160
read      367.2   272.2   173.5   238.9   254.8   340.6   382.6   406.0   424.4   445.5   472.2   527.1   717.8  3887.4 10181.1  30162.5    30170
read      365.7   258.9   173.5   237.5   253.2   338.6   380.7   404.1   423.5   445.7   474.4   527.9   715.0  3573.8  9619.3  30175.1    30180
read      364.6   254.7   173.5   238.9   254.3   337.8   379.7   403.0   422.1   443.9   472.2   525.6   709.3  3309.0 10199.2  30173.1    30190
read      364.9   258.7   173.5   234.6   249.1   335.6   379.7   404.4   424.6   448.0   478.5   534.1   749.4  3699.7 10152.0  30133.0    30200
read      366.3   252.6   173.5   239.3   255.1   340.8   382.6   405.2   423.7   444.7   472.0   525.1   712.6  3467.2  9321.4  30223.9    30210
read      364.2   266.4   173.5   237.9   253.1   337.1   378.3   401.7   420.7   442.4   470.8   523.3   714.9  3627.6 11390.0  30175.9    30220
