#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      346.9   259.2   173.5   235.0   247.9   318.3   354.3   376.0   394.1   415.5   443.8   491.6   674.8  3664.6 10040.3  29960.2    30000
read      346.3   267.9   173.5   234.2   247.1   318.1   354.5   376.6   394.9   416.8   445.1   490.7   659.0  3525.0 11426.0  30017.9    30010
read      351.8   249.4   173.5   238.2   252.1   325.5   362.7   385.3   401.8   423.8   451.6   496.7   664.2  3275.8  9423.6  29994.3    30020
read      352.9   257.0   173.5   236.7   249.7   323.2   362.5   386.6   404.0   428.0   458.7   506.5   692.1  3634.6 10389.4  30001.2    30030
read      352.0   249.5   173.5   237.6   251.2   325.1   362.1   384.6   401.2   423.4   451.7   498.8   675.9  3517.2 10253.4  29994.2    30040
read      359.5   256.4   173.5   241.2   256.9   332.8   369.1   391.7   408.1   430.4   459.4   505.5   703.5  3399.2 10154.4  30019.3    30050
read      361.0   275.2   173.5   241.7   257.1   333.9   371.0   393.8   410.4   431.5   459.5   505.0   694.1  3705.7 11036.6  30058.7    30060
read      343.8   265.8   173.5   234.6   247.1   316.5   351.8   373.2   390.7   410.7   436.9   482.1   642.7  3685.1 10902.2  30064.3    30070
read      346.2   250.9   173.5   236.2   248.7   320.4   356.5   377.4   394.3   414.3   440.1   484.3   655.0  3313.4 10029.8  30057.0    30080
read      350.6   279.6   173.5   235.8   248.5   321.4   359.7   382.6   399.9   422.2   450.9   497.4   675.1  3682.2 12237.7  30024.8    30090
read      355.1   373.2   173.5   238.7   253.8   329.6   366.2   388.1   403.3   424.9   452.0   496.4   661.3  3573.0 10965.2  30080.6    30100
read      348.7   251.7   173.5   236.0   248.6   321.0   358.7   381.0   398.1   419.9   447.9   493.4   667.1  3482.7 10644.0  30162.9    30110
read      344.9   270.3   173.5   235.6   247.9   316.8   351.8   373.2   391.0   411.7   439.2   486.2   652.5  3481.2 11455.9  30124.1    30120
read      343.7   263.9   173.5   232.3   245.2   315.1   351.1   373.2   391.3   412.1   439.1   486.3   670.9  3762.5 10826.7  30104.3    30130
read      350.5   378.5   187.4   236.7   249.5   321.6   359.3   382.0   399.2   421.2   449.0   494.1   671.1  3783.2 11533.4  30182.0    30140
read      348.2   248.5   173.5   236.6   249.5   321.7   358.9   381.1   398.2   420.0   448.2   494.3   659.7  3151.5 10132.0  30137.1    30150
read      345.6   264.4   173.5   233.7   246.8   318.0   354.3   375.7   393.5   414.2   441.0   486.1   653.1  3481.9 10542.0  30123.5    30160
read      342.7   266.2   173.5   234.4   246.6   314.2   348.6   371.1   389.1   409.9   437.9   484.5   646.0  3602.9 11369.5  30155.5    30170
read      352.6   269.8   173.5   239.4   253.8   324.9   361.0   382.8   399.5   421.4   449.4   494.5   678.5  3582.0  9654.6  30181.9    30180
read      347.2   265.9   173.5   237.6   250.9   320.6   355.3   375.7   393.3   413.8   440.7   486.0   653.7  3463.0 11925.3  30190.7    30190
read      356.1   536.4   173.5   239.6   254.2   326.6   364.1   387.2   403.8   426.9   456.1   502.5   680.6  3622.1 11702.9  30235.4    30200
read      348.9   459.2   173.5   238.2   251.8   320.8   357.0   378.5   395.8   417.1   444.9   490.9   671.7  3326.2  9391.7  30164.1    30210
read      349.9   746.4   173.5   236.6   249.4   322.9   360.0   381.6   397.8   418.1   443.5   486.5   645.6  3223.1 11000.2  30167.7    30220
