1653405265.46482,1
1653405266.2075593,1
1653405266.7530868,1
1653405267.2594464,1
1653405267.7655709,1
1653405268.2714133,1
1653405268.7774544,1
1653405269.2834158,1
1653405269.789671,1
1653405270.2954214,1
1653405270.8016171,1
1653405271.3074148,1
1653405271.8135605,1
1653405272.319415,1
1653405272.825766,1
1653405273.3314192,1
1653405273.8366342,1
1653405274.3414762,1
1653405274.846376,1
1653405275.3512394,1
1653405275.8561897,1
1653405276.3610032,1
1653405276.8659618,1
1653405277.3721428,1
1653405277.8793724,1
1653405278.3868585,1
1653405278.893637,1
1653405279.4007294,1
1653405279.907405,1
1653405280.4140377,1
1653405280.9215012,1
1653405281.4285216,1
1653405281.9355361,1
1653405282.4422016,1
1653405282.9906776,1
1653405283.4985325,1
1653405284.0050755,1
1653405284.5120804,1
1653405285.0956264,2
1653405285.6031034,2
1653405286.109945,2
1653405286.6175895,2
1653405287.1243086,2
1653405287.6313865,2
1653405288.137836,2
1653405288.644349,2
1653405289.1511607,2
1653405289.6574967,2
1653405290.1641622,2
1653405290.672106,2
1653405291.1785057,2
1653405291.684958,2
1653405292.1925852,2
1653405292.700062,2
1653405293.207239,2
1653405293.715016,2
1653405294.221628,2
1653405294.728389,2
1653405295.2452805,1
1653405295.838329,1
1653405296.3428946,1
1653405296.8481321,1
1653405297.3546085,1
1653405298.0438395,1
1653405298.6091218,2
1653405299.11922,2
1653405299.6259758,2
1653405300.133228,2
1653405300.6403894,2
1653405301.1568036,1
1653405301.7553303,1
1653405302.2606113,1
1653405302.766213,1
1653405303.2713656,1
1653405303.7769425,1
1653405304.2828248,1
1653405304.788294,1
1653405305.2940063,1
1653405305.7993286,1
1653405306.305288,1
1653405306.811067,1
1653405307.3162003,1
1653405307.821418,1
1653405308.3264065,1
1653405308.8313358,1
1653405309.3362038,1
1653405309.8905704,1
1653405310.3972967,1
1653405310.9044683,1
1653405311.4111197,1
1653405311.9178097,1
1653405312.424934,1
1653405312.9743142,1
1653405313.4791346,1
1653405313.9844787,1
1653405314.4901145,1
1653405314.9961123,1
1653405315.5015342,1
1653405316.1329284,2
1653405316.6461437,2
1653405317.1514983,2
1653405317.658549,2
1653405318.1647632,2
1653405318.6714172,2
1653405319.1766267,2
1653405319.682431,2
1653405320.1890256,2
1653405320.6954265,2
1653405321.2013714,2
1653405321.7073781,2
1653405322.2163463,2
1653405322.7228746,2
1653405323.2292607,2
1653405323.7361088,2
1653405324.2426505,2
1653405324.7484417,2
1653405325.2551148,2
1653405325.7613392,2
1653405326.2682297,2
1653405326.774861,2
1653405327.2805424,2
1653405327.7873023,2
1653405328.293745,2
1653405328.8000839,2
1653405329.3063407,2
1653405329.8137405,2
1653405330.3194082,2
1653405330.8256643,2
1653405331.3409872,1
1653405331.951798,1
1653405332.630216,1
1653405333.1746335,1
1653405333.7356577,1
1653405334.3128157,2
1653405334.8248394,2
1653405335.3324003,2
1653405335.840503,2
1653405336.3499691,2
1653405336.8933947,1
1653405337.441613,1
1653405337.9466574,1
1653405338.4520938,1
1653405338.9587169,1
1653405339.4657106,1
1653405340.0158021,1
1653405340.609247,2
1653405341.1231837,2
1653405341.6284015,2
1653405342.1341987,2
1653405342.6412144,2
1653405343.1822467,1
1653405343.7373886,1
1653405344.245918,1
1653405344.752682,1
1653405345.2594216,1
1653405346.000452,1
1653405346.6114795,2
1653405347.1245232,2
1653405347.6322608,2
1653405348.1409287,2
1653405348.6463485,2
1653405349.1613646,1
1653405349.7403414,1
1653405350.2996836,1
1653405350.850319,1
1653405351.4444165,1
1653405352.015808,1
1653405352.5219045,1
1653405353.028164,1
1653405353.5350196,1
1653405354.0417182,1
1653405354.5489066,1
1653405355.0952342,1
1653405355.6015081,1
1653405356.1085424,1
1653405356.6153152,1
1653405357.12213,1
1653405357.629157,1
1653405358.1359768,1
1653405358.6432867,1
1653405359.150094,1
1653405359.6554444,1
1653405360.224753,2
1653405360.747525,1
1653405361.3428528,1
1653405361.847357,1
1653405362.3527474,1
1653405362.8583622,1
1653405363.3633478,1
1653405363.9122806,1
1653405364.5566115,2
1653405365.065216,2
1653405365.5715158,2
1653405366.0777361,2
1653405366.584129,2
1653405367.0906684,2
1653405367.5973349,2
1653405368.1038697,2
1653405368.6103725,2
1653405369.1166122,2
1653405369.6228738,2
1653405370.1625252,1
1653405370.7114189,1
1653405371.2180886,1
1653405371.723346,1
1653405372.232503,1
1653405372.8249989,1
1653405373.3305738,1
1653405373.8363564,1
1653405374.342138,1
1653405374.8479474,1
1653405375.35353,1
1653405375.9085283,1
1653405376.4140267,1
1653405376.9193308,1
1653405377.4249606,1
1653405377.9311419,1
1653405378.4372537,1
1653405378.94333,1
1653405379.4489014,1
1653405379.954382,1
1653405380.4598503,1
1653405380.9655094,1
1653405381.4713678,1
1653405382.011456,1
1653405382.5164595,1
1653405383.0225263,1
1653405383.6078763,1
1653405384.2291937,1
1653405384.824069,2
1653405385.3339655,2
1653405385.8410914,2
1653405386.3484764,2
1653405386.856183,2
1653405387.362705,2
1653405387.9157681,1
1653405388.4813275,1
1653405388.9885879,1
1653405389.495476,1
1653405390.0031412,1
1653405390.5105147,1
1653405391.1720464,2
1653405391.6788557,2
1653405392.1844153,2
1653405392.6904042,2
1653405393.196265,2
1653405393.7154791,1
1653405394.3670366,1
1653405394.8739579,1
1653405395.3812163,1
