fft,1653405265.57626,create,
dedup,1653405265.6072164,create,
ferret,1653405265.6369548,create,
freqmine,1653405265.6655834,create,
canneal,1653405265.696602,create,
blackscholes,1653405265.7321312,create,
fft,1653405265.963481,start,
ferret,1653405266.204718,start,
ferret,1653405266.2478073,update,1-2-3
fft,1653405282.9906602,pause,
ferret,1653405285.083279,update,2-3
ferret,1653405295.2881844,update,1-2-3
fft,1653405295.8383114,unpause,
fft,1653405298.0438206,pause,
ferret,1653405298.5992205,update,2-3
ferret,1653405301.2027407,update,1-2-3
fft,1653405301.755305,unpause,
fft,1653405309.8905516,pause,
fft,1653405312.9742796,unpause,
fft,1653405316.0596478,pause,
ferret,1653405316.1206112,update,2-3
ferret,1653405331.3885558,update,1-2-3
fft,1653405331.9517817,unpause,
fft,1653405332.6301987,pause,
fft,1653405333.1746166,unpause,
fft,1653405333.7356405,pause,
ferret,1653405334.3004162,update,2-3
fft,1653405336.8835626,unpause,
ferret,1653405336.9363458,update,1-2-3
fft,1653405340.0157688,pause,
ferret,1653405340.6021156,update,2-3
fft,1653405343.1712573,unpause,
ferret,1653405343.230947,update,1-2-3
fft,1653405346.0002828,pause,
ferret,1653405346.6027627,update,2-3
ferret,1653405349.202031,update,1-2-3
fft,1653405349.740324,unpause,
fft,1653405350.299664,pause,
fft,1653405350.8502998,unpause,
fft,1653405351.444399,pause,
fft,1653405352.015789,unpause,
fft,1653405355.095092,pause,
ferret,1653405360.2146602,update,2-3
ferret,1653405360.796391,update,1-2-3
fft,1653405361.3428357,unpause,
fft,1653405363.9122424,pause,
ferret,1653405364.5446305,update,2-3
fft,1653405370.1517596,unpause,
ferret,1653405370.206823,update,1-2-3
fft,1653405372.8249803,pause,
fft,1653405375.9084833,unpause,
fft,1653405382.0114384,pause,
fft,1653405383.6078587,unpause,
fft,1653405384.2291765,pause,
ferret,1653405384.8116946,update,2-3
fft,1653405387.9032092,unpause,
ferret,1653405387.9686165,update,1-2-3
fft,1653405391.0680366,pause,
ferret,1653405391.1606317,update,2-3
ferret,1653405393.7610838,update,1-2-3
fft,1653405394.3670135,unpause,
fft,1653405399.9890287,pause,
ferret,1653405400.5564265,update,2-3
ferret,1653405411.76818,update,1-2-3
fft,1653405412.3177876,unpause,
fft,1653405418.0105035,pause,
ferret,1653405418.5769405,update,2-3
ferret,1653405424.2265944,update,1-2-3
fft,1653405424.7827034,unpause,
fft,1653405427.0161204,pause,
ferret,1653405427.5846033,update,2-3
ferret,1653405429.6823804,update,1-2-3
fft,1653405430.2258635,unpause,
fft,1653405432.7880387,pause,
ferret,1653405433.35507,update,2-3
fft,1653405435.9233246,unpause,
ferret,1653405435.9725962,update,1-2-3
fft,1653405439.048026,pause,
ferret,1653405439.1113796,update,2-3
fft,1653405442.1943586,unpause,
ferret,1653405442.2562947,update,1-2-3
fft,1653405450.9402206,pause,
ferret,1653405451.4957466,update,2-3
fft,1653405457.1102443,unpause,
ferret,1653405457.1669755,update,1-2-3
fft,1653405460.3233159,pause,
ferret,1653405462.926558,update,2-3
ferret,1653405466.0401263,update,1-2-3
fft,1653405466.588265,unpause,
fft,1653405472.251147,pause,
ferret,1653405472.815463,update,2-3
ferret,1653405474.912503,update,1-2-3
fft,1653405475.4527225,unpause,
fft,1653405477.607153,pause,
ferret,1653405478.2596126,update,2-3
fft,1653405480.8344269,unpause,
ferret,1653405480.8920517,update,1-2-3
fft,1653405483.9641762,pause,
ferret,1653405484.5350626,update,2-3
ferret,1653405489.6743467,update,1-2-3
fft,1653405490.251271,unpause,
fft,1653405492.8208141,pause,
ferret,1653405493.3718822,update,2-3
fft,1653405495.938689,unpause,
ferret,1653405495.9845464,update,1-2-3
fft,1653405499.0679622,pause,
ferret,1653405499.1369362,update,2-3
fft,1653405502.2158253,unpause,
ferret,1653405502.2966478,update,1-2-3
fft,1653405504.9134135,pause,
ferret,1653405505.4771297,update,2-3
fft,1653405508.0477772,unpause,
ferret,1653405508.1549795,update,1-2-3
fft,1653405510.7387946,pause,
ferret,1653405511.2957404,update,2-3
fft,1653405513.8741293,unpause,
ferret,1653405513.9441617,update,1-2-3
fft,1653405522.6965737,pause,
ferret,1653405524.7834246,update,2-3
fft,1653405525.83499,unpause,
ferret,1653405525.8963723,update,1-2-3
fft,1653405532.0193698,pause,
ferret,1653405532.7393198,update,2-3
fft,1653405537.8405638,unpause,
ferret,1653405537.8924289,update,1-2-3
fft,1653405544.0229692,pause,
ferret,1653405544.59288,update,2-3
ferret,1653405549.7447815,update,1-2-3
fft,1653405552.819488,unpause,
fft,1653405555.8994153,pause,
ferret,1653405556.465299,update,2-3
fft,1653405562.07041,unpause,
ferret,1653405562.1241856,update,1-2-3
fft,1653405565.2032182,pause,
fft,1653405565.7600217,unpause,
fft,1653405568.3414292,pause,
fft,1653405570.398353,unpause,
fft,1653405570.9392893,pause,
ferret,1653405570.988406,update,2-3
fft,1653405577.1040192,unpause,
ferret,1653405577.1666663,update,1-2-3
fft,1653405580.242997,pause,
ferret,1653405582.8439085,update,2-3
ferret,1653405594.57682,update,1-2-3
fft,1653405595.1141036,unpause,
fft,1653405603.8115761,pause,
ferret,1653405604.3834603,update,2-3
ferret,1653405606.9923398,update,1-2-3
fft,1653405607.5228686,unpause,
fft,1653405608.1703472,pause,
fft,1653405608.7183251,unpause,
fft,1653405609.3533173,pause,
ferret,1653405609.9041398,update,2-3
ferret,1653405618.5822167,update,1-2-3
fft,1653405619.1265159,unpause,
fft,1653405622.2161841,pause,
ferret,1653405622.7872565,update,2-3
ferret,1653405624.885174,update,1-2-3
fft,1653405625.429965,unpause,
fft,1653405627.499707,pause,
ferret,1653405628.0921566,update,2-3
ferret,1653405633.756315,update,1-2-3
fft,1653405634.3224971,unpause,
fft,1653405636.8912632,pause,
ferret,1653405637.6209745,update,2-3
ferret,1653405639.7041194,update,1-2-3
fft,1653405640.263852,unpause,
fft,1653405642.899609,pause,
ferret,1653405643.4845304,update,2-3
fft,1653405646.0552905,unpause,
ferret,1653405646.1162422,update,1-2-3
fft,1653405657.8138204,pause,
ferret,1653405658.3846028,update,2-3
ferret,1653405664.0424807,update,1-2-3
fft,1653405667.1315818,unpause,
fft,1653405667.729848,pause,
fft,1653405669.3109396,unpause,
fft,1653405669.8585587,pause,
ferret,1653405670.4249823,update,2-3
ferret,1653405673.026365,update,1-2-3
fft,1653405673.606355,unpause,
fft,1653405675.6958437,pause,
ferret,1653405676.2552683,update,2-3
