fft,1653309487.020002,create,
dedup,1653309487.049179,create,
ferret,1653309487.077214,create,
freqmine,1653309487.1060143,create,
canneal,1653309487.1350317,create,
blackscholes,1653309487.163329,create,
ferret,1653309487.3736355,start,
ferret,1653309499.024539,update,2-3
ferret,1653309518.746731,update,1-2-3
ferret,1653309559.2240508,update,2-3
ferret,1653309568.8651476,update,1-2-3
ferret,1653309578.998304,update,2-3
ferret,1653309598.7161095,update,1-2-3
ferret,1653309618.926035,update,2-3
ferret,1653309639.1459346,update,1-2-3
ferret,1653309648.772279,update,2-3
ferret,1653309668.986332,update,1-2-3
ferret,1653309678.6247425,update,2-3
ferret,1653309688.7622726,update,1-2-3
ferret,1653309708.9679415,update,2-3
ferret,1653309728.6842613,update,1-2-3
ferret,1653309738.8245952,update,2-3
ferret,1653309768.6188726,update,1-2-3
ferret,1653309778.744248,update,2-3
ferret,1653309788.906231,update,1-2-3
ferret,1653309799.0926106,update,2-3
ferret,1653309808.7365377,update,1-2-3
ferret,1653309818.8486104,update,2-3
ferret,1653309858.727231,update,1-2-3
ferret,1653309909.1586552,update,2-3
ferret,1653309918.798604,update,1-2-3
ferret,1653309938.9921682,update,2-3
ferret,1653309948.6235669,update,1-2-3
ferret,1653309958.7483943,update,2-3
ferret,1653309968.8925107,update,1-2-3
ferret,1653309978.5799687,update,2-3
ferret,1653309998.7943883,update,1-2-3
ferret,1653310009.8769317,exit,
freqmine,1653310010.0917017,start,
dedup,1653310010.373163,start,
freqmine,1653310018.5494943,update,2-3
dedup,1653310018.6084797,update,2-3
freqmine,1653310028.7962654,update,1-2-3
dedup,1653310028.856093,update,1-2-3
freqmine,1653310058.7761137,update,2-3
dedup,1653310058.830032,update,2-3
freqmine,1653310069.518668,update,1-2-3
dedup,1653310069.571513,update,1-2-3
freqmine,1653310072.1521175,update,2-3
dedup,1653310072.2162309,update,2-3
freqmine,1653310072.7940037,update,1-2-3
dedup,1653310072.8466592,update,1-2-3
freqmine,1653310074.9344068,update,2-3
dedup,1653310074.9623306,update,2-3
freqmine,1653310076.5542057,update,1-2-3
dedup,1653310076.6062174,update,1-2-3
freqmine,1653310088.846038,update,2-3
dedup,1653310088.9042063,update,2-3
freqmine,1653310099.1122768,update,1-2-3
dedup,1653310099.1987536,update,1-2-3
dedup,1653310106.9596114,exit,
dedup,1653310107.4654987,exit,
dedup,1653310107.9713354,exit,
dedup,1653310108.4774907,exit,
freqmine,1653310109.0363703,update,2-3
dedup,1653310109.060403,exit,
dedup,1653310109.5661175,exit,
dedup,1653310110.0717797,exit,
dedup,1653310110.577712,exit,
dedup,1653310111.0836391,exit,
dedup,1653310111.5892165,exit,
dedup,1653310112.0955946,exit,
dedup,1653310112.6014297,exit,
dedup,1653310113.1073053,exit,
dedup,1653310113.612732,exit,
dedup,1653310114.1185675,exit,
dedup,1653310114.6242442,exit,
