#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      346.8   251.1   173.5   236.6   250.0   319.2   353.4   374.0   391.9   412.5   440.4   490.9   703.5  3326.9 10527.2  29994.1    30000
read      343.9   270.9   173.5   230.6   244.8   317.5   353.1   374.3   392.2   412.6   439.0   484.4   641.8  3376.6 11755.0  29997.5    30010
read      338.7   259.4   173.5   231.5   245.0   312.6   345.2   366.9   383.6   403.8   432.1   475.1   625.1  3406.9 10875.1  29949.5    30020
read      344.3   258.9   173.5   238.0   250.9   316.9   349.4   370.2   387.2   406.9   434.7   480.9   645.1  3747.6 10015.7  30030.6    30030
read      354.8   796.4   173.5   240.2   254.6   325.4   362.3   384.3   400.5   422.1   450.4   497.8   659.7  3201.2 10362.9  30030.9    30040
read      356.2  1577.7   173.5   234.2   246.9   315.4   349.6   371.6   389.5   410.6   439.1   488.9   675.3  3776.0 16065.8  30111.5    30050
read      349.8   708.6   173.5   236.8   249.7   320.2   356.1   377.3   394.7   415.8   443.9   490.5   646.7  3711.9 11783.4  30094.9    30060
read      351.2   259.7   173.5   239.3   253.9   325.5   360.4   381.1   397.3   417.8   444.3   489.9   657.0  3626.1 10717.7  30101.0    30070
read      349.7   261.2   173.5   237.8   251.7   322.5   357.9   379.1   396.4   417.6   445.4   492.5   672.5  3483.0 11480.9  30159.3    30080
read      343.8   458.4   173.5   238.4   251.1   316.6   349.1   369.9   386.4   404.9   432.1   473.7   631.2  3439.9  9452.5  30053.5    30090
read      349.4   284.6   173.5   237.5   251.1   322.2   357.2   377.9   394.9   415.3   442.1   487.8   651.8  3878.1 12792.3  30097.6    30100
read      342.1   245.6   173.5   231.3   245.1   316.4   352.0   373.3   390.8   410.4   436.1   479.2   637.2  3491.5  9798.4  29989.0    30110
read      354.6   261.0   173.5   240.2   255.2   327.9   364.6   386.7   402.4   423.9   451.4   497.2   671.6  3582.9 11423.5  30045.5    30120
read      347.7   249.5   173.5   236.9   250.2   320.7   356.5   377.8   395.2   416.1   442.9   489.0   662.3  3326.4 10175.4  30124.1    30130
read      351.0   994.9   173.5   235.6   249.3   321.5   356.9   377.7   394.5   414.4   440.3   484.5   642.0  3417.3 10560.9  30058.2    30140
read      355.1   264.1   173.5   239.9   255.3   329.1   364.5   385.6   400.8   421.6   448.5   494.3   682.4  3645.0 10767.1  30172.7    30150
read      352.0   459.7   173.5   240.0   254.8   325.1   359.7   380.3   396.7   417.2   444.0   490.5   675.5  3401.7 12190.4  30115.9    30160
read      340.6   261.9   173.5   232.5   245.8   314.3   346.9   368.6   385.2   404.3   432.6   475.4   629.5  3718.5 10430.2  30164.1    30170
read      340.4   246.3   173.5   231.9   245.0   313.6   347.8   370.0   387.4   407.5   435.4   481.8   647.6  3324.7 10357.6  30161.1    30180
read      352.0   249.7   173.5   239.6   254.3   326.2   362.1   383.7   399.9   421.1   448.4   494.7   670.4  3292.0 10087.4  30090.2    30190
read      346.3   253.7   173.5   237.6   250.7   320.5   355.2   375.3   392.2   411.5   436.9   481.8   639.4  3551.8  9695.9  30200.5    30200
read      351.1   753.6   173.5   237.8   251.5   322.4   357.3   377.6   394.2   413.8   439.3   483.9   660.3  3675.3 11198.4  30217.3    30210
