#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      338.3   259.3   173.5   229.4   243.1   310.4   343.5   365.7   382.7   403.6   432.8   478.9   652.4  3447.3  9948.2  30003.1    30000
read      352.7   241.5   173.5   238.6   253.7   326.9   362.8   385.2   402.0   424.9   454.5   501.6   683.0  3173.0 10577.8  30030.2    30010
read      356.4   391.6   173.5   237.2   252.4   327.8   364.0   386.6   403.0   426.0   455.5   502.6   694.3  3833.8 12574.9  30029.2    30020
read      354.1   262.4   173.5   239.6   255.0   326.7   362.6   384.7   401.1   423.7   453.2   500.1   676.2  3582.0 11136.2  30002.4    30030
read      340.2   252.2   173.5   229.4   243.5   312.8   347.0   370.0   388.2   409.6   438.7   486.7   643.0  3279.2 10253.2  29999.7    30040
read      346.1   261.9   173.5   238.0   251.3   319.4   353.5   373.7   391.3   411.6   438.8   484.9   638.5  3516.6 10733.8  30017.5    30050
read      347.8   276.2   173.5   234.6   248.3   320.1   356.2   377.4   394.9   415.9   443.5   489.7   646.8  3613.2 12005.4  30039.7    30060
read      345.3   259.8   160.7   234.4   248.1   319.0   353.9   374.6   392.4   412.8   439.5   484.6   641.7  3543.8 12064.0  30020.3    30070
read      350.5   284.9   173.5   239.2   253.5   322.8   357.9   378.6   395.6   416.4   444.0   491.9   661.0  3744.9 12371.1  30055.0    30080
read      349.5   265.1   173.5   235.2   248.8   320.9   357.5   379.7   397.4   419.9   449.3   497.2   678.1  3595.5 10368.2  30087.3    30090
read      343.6   255.3   173.5   236.4   249.1   317.8   351.7   372.4   389.8   409.7   437.0   483.2   638.9  3191.1  9487.8  30106.1    30100
read      344.6   254.2   173.5   232.5   246.3   316.8   351.0   372.8   391.0   412.3   440.7   488.3   683.8  3444.8 10138.4  30131.2    30110
read      340.7   253.2   173.5   229.9   244.0   314.0   347.8   369.9   387.5   407.9   435.9   483.8   656.2  3416.8 10005.6  30151.4    30120
read      347.4   266.4   173.5   236.3   249.7   320.7   356.0   376.9   394.5   415.7   443.9   490.6   657.4  3260.1 10171.9  30193.6    30130
read      352.9   265.3   173.5   241.1   255.9   326.9   362.6   384.0   399.9   420.9   448.2   494.0   651.1  3622.7 10843.5  30100.7    30140
read      343.9   262.5   173.5   233.4   247.4   317.6   350.4   371.2   388.4   408.4   435.7   481.5   650.8  3491.6 10282.8  30191.4    30150
read      355.1   271.8   173.5   239.2   254.9   327.8   364.1   386.4   402.5   424.6   452.9   499.1   679.0  3498.9 11058.1  30166.5    30160
read      353.8   248.2   173.5   239.7   255.3   328.7   364.6   386.6   402.3   423.7   451.1   497.5   670.8  3214.4 10615.3  30187.3    30170
read      355.5   525.9   173.5   240.3   255.6   327.6   363.7   385.8   402.0   424.4   453.3   500.7   678.5  3423.7 10117.8  30157.3    30180
read      351.7   269.2   173.5   238.5   253.3   325.2   360.4   381.7   398.2   419.3   446.7   492.6   655.7  3595.1 11045.7  30285.4    30190
read      343.7   265.2   173.5   231.9   246.0   317.2   351.8   373.1   390.8   411.3   438.7   486.1   648.6  3539.4 10642.1  30205.0    30200
read      353.3   588.4   173.5   238.1   252.3   323.5   359.8   381.8   398.9   421.5   451.5   500.2   679.6  3762.2  9282.2  30204.6    30210
