workload,1,3,6,12
dedup,1.00,2.51,2.11,1.35
blackscholes,1.00,2.55,3.51,3.93
ferret,1.00,2.83,3.84,3.93
freqmine,1.00,2.91,4.28,4.50
canneal,1.00,1.76,2.20,2.26
fft,1.00,,,
