./mcperf -s $INTERNAL_MEMCACHED_IP -a $INTERNAL_AGENT_IP --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1800 --qps_interval 10 --qps_min 5000 --qps_max 100000
Random waveform, random seed
Total number of intervals = 180 (35287, 14271, 17436, 17944, 9097, 85796, 55519, 26960, 96739, 37774, 16784, 83654, 65716, 17738, 60163, 77793, 75230, 32487, 77751, 29790, 66212, 99080, 61398, 26830, 6307, 32240, 7014, 34981, 86450, 23868, 98736, 71027, 69859, 10493, 92190, 68413, 28603, 69419, 27655, 96461, 22299, 36522, 64955, 58585, 72605, 88493, 66523, 92988, 74931, 36924, 66209, 37236, 81627, 5143, 36388, 84707, 87836, 36596, 62538, 8871, 97186, 54990, 72123, 70002, 38050, 94543, 90995, 19905, 93746, 98345, 53655, 54249, 64278, 85068, 73946, 14648, 82863, 67170, 40386, 21485, 44464, 51924, 26130, 25075, 45091, 51757, 67885, 98774, 43672, 53944, 58303, 82888, 14873, 69860, 26181, 27187, 22496, 34221, 55733, 10542, 57923, 57133, 81637, 73069, 12065, 88379, 44586, 13031, 91756, 88647, 92108, 11489, 7482, 15539, 56120, 57047, 67434, 19395, 62743, 31213, 43760, 5620, 71182, 17054, 56625, 96615, 46634, 39101, 76118, 38068, 7249, 6613, 44539, 90938, 16042, 57651, 53770, 88066, 9256, 97336, 8272, 85858, 43144, 11333, 51041, 13028, 33019, 92532, 16291, 56538, 56819, 25051, 24150, 95318, 96042, 19394, 50382, 48720, 49605, 95072, 46925, 93393, 45534, 84652, 17871, 13507, 7521, 9834, 26357, 29287, 63571, 65694, 29484, 59329, 26675, 64106, 37346, 40681, 33287, 37717)
Average QPS expected = 50706
Timestamp start: 1653294620808
Timestamp end: 1653296421228

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      397.2   431.1    80.4   123.6   138.0   251.7   331.5   402.2   476.3   664.6  1001.5  1299.8  1719.9  3144.1  9990.5  64838.0    64955
read      398.4   468.6    80.4   123.0   137.3   251.7   334.0   412.7   495.9   724.4   998.0  1245.2  1581.2  3546.9 14318.9  58732.4    58585
read      377.4   449.0    74.4   123.0   137.1   244.7   316.1   371.6   426.4   516.9   829.6  1301.9  1857.5  4004.4  9562.2  72638.4    72605
read      350.0   417.9    80.4   125.5   139.8   246.1   311.7   357.7   397.7   455.2   559.6  1053.4  1961.6  3457.2 10781.3  88559.0    88493
read      385.7   443.4    80.4   123.4   138.1   250.7   326.0   389.1   450.8   564.0   917.4  1293.8  1731.2  3392.9 10644.7  66494.8    66523
read      366.3   435.4    80.4   128.1   143.1   257.1   323.3   370.3   411.0   467.3   570.2  1187.9  2065.5  3478.9 12399.9  93188.8    92988
read      338.9   379.5    80.4   124.0   137.7   245.4   312.9   359.6   399.1   454.3   539.8  1000.3  1766.8  2896.5 10961.0  75147.6    74931
read      398.0   418.7    80.4   124.9   140.3   265.5   385.1   494.0   633.8   769.3   882.8  1000.6  1252.6  3898.7 11696.1  36827.7    36924
read      392.7   456.9    80.4   124.4   138.8   253.3   332.4   396.3   457.6   569.9   936.7  1301.7  1797.7  4067.5 12242.4  66038.9    66209
read      413.4   473.7    80.4   126.1   141.6   275.4   397.6   503.7   644.8   800.9   916.7  1053.8  1349.3  4349.3 15183.6  37114.2    37236
read      368.2   441.1    80.4   127.8   142.1   253.8   324.2   375.1   420.4   484.7   615.7  1147.1  2019.6  3935.0  9734.4  81608.2    81627
read      354.8  1218.1    93.8   154.3   172.8   259.8   298.3   321.8   337.2   355.1   379.2   425.6  1773.5 25180.7 32502.7   5134.0     5143
read      423.1   554.7    80.4   126.5   142.3   275.1   398.2   507.3   644.3   789.7   907.5  1044.3  1479.1  5382.3 20373.4  36161.2    36388
read      368.6   447.1    80.4   125.8   140.4   249.3   317.3   367.5   412.4   476.2   623.4  1209.0  2037.1  3989.8 11569.3  84639.4    84707
read      382.4   465.9    80.4   128.4   143.8   262.9   333.1   385.0   430.6   494.1   617.2  1249.7  2228.9  3951.6 11193.6  87825.4    87836
read      402.7   527.0    80.4   125.0   140.3   267.8   386.2   481.6   599.0   737.5   877.0  1002.3  1297.1  6630.3 19339.0  36523.9    36596
read      406.5   462.8    80.4   124.6   139.2   258.5   342.7   414.5   485.8   646.4  1009.2  1332.2  1790.6  3730.9 13009.3  62561.1    62538
read      371.7   960.4    86.8   140.2   159.4   287.0   350.1   379.7   400.1   425.7   458.6   516.3  1933.4 12039.8 35169.5   8922.9     8871
read      425.6   522.6    80.4   131.5   148.9   275.1   358.2   412.0   455.7   519.6   869.3  1542.5  2379.6  3902.9 13306.1  97089.3    97186
read      414.5   491.6    80.4   124.5   139.4   262.2   352.3   431.7   513.5   741.3  1031.9  1260.7  1688.7  4426.1 15462.3  55077.3    54990
read      358.5   431.2    74.4   124.6   138.8   248.2   316.9   369.7   415.8   480.0   610.1  1166.5  1787.7  3358.6 12387.1  72131.9    72123
read      375.5   416.3    80.4   124.2   138.6   249.7   322.5   382.0   434.6   517.7   786.6  1266.4  1828.6  3266.5  9527.1  69911.5    70002
read      403.0   470.9    80.4   124.2   139.8   262.8   383.4   489.9   627.1   765.7   896.3  1019.9  1313.8  4843.4 13109.3  38063.7    38050
read      410.3   486.6    80.4   129.5   146.2   269.1   344.7   402.2   450.7   521.9   762.9  1490.0  2334.4  3365.9 10702.5  94560.1    94543
read      406.0   484.0    80.4   129.4   146.0   268.1   342.0   399.6   450.9   525.5   744.6  1439.5  2298.5  3546.3 11348.2  91206.4    90995
read      382.8   736.7    86.8   128.5   142.9   299.3   399.7   466.1   515.6   566.3   625.9   716.7  1138.3 11160.8 31872.3  20012.1    19905
read      381.7   493.8    80.4   129.6   145.4   263.1   334.1   386.1   430.2   489.0   600.8  1272.6  2155.2  3689.8 14817.5  93635.7    93746
read      403.4   498.1    80.4   131.4   147.3   265.7   340.6   395.5   439.8   500.3   660.3  1503.2  2158.2  4463.1 10436.8  98294.9    98345
read      393.5   465.8    80.4   123.0   137.7   254.7   340.6   418.4   494.2   676.2   970.2  1188.5  1522.8  4015.3 13617.5  53663.5    53655
read      396.4   422.9    80.4   122.8   137.9   253.7   339.5   419.4   501.2   730.9  1024.7  1206.7  1501.7  3033.0  9666.0  54183.0    54249
read      404.1   461.6    80.4   124.4   139.1   255.5   338.0   412.1   491.2   663.1  1023.6  1323.3  1735.3  3602.5 11680.8  64199.2    64278
read      349.4   428.9    74.4   124.2   138.5   241.7   305.1   352.6   395.8   458.1   574.1  1090.3  1866.2  3787.2 10502.4  84959.0    85068
read      350.4   411.0    80.4   124.7   139.1   248.2   316.2   366.1   410.2   472.5   584.2  1076.9  1749.5  4210.4  9961.6  74069.7    73946
read      380.4   908.2    80.4   127.3   142.8   298.0   375.4   422.6   456.1   492.0   535.3   601.9  1568.6 12145.7 32218.7  14595.2    14648
read      360.3   438.1    80.4   126.2   141.0   249.4   316.6   367.7   413.3   480.6   612.2  1113.0  1895.8  3710.8 12209.8  82903.3    82863
read      389.8   436.8    74.4   124.8   139.9   255.1   336.0   404.7   474.2   594.3   911.7  1258.7  1703.6  3216.2 12315.8  67187.9    67170
read      406.2   488.1    80.4   125.4   141.3   268.5   384.3   488.8   617.3   772.2   914.7  1068.5  1319.9  4234.6 12809.4  40448.4    40386
read      396.8   742.8    86.8   129.1   144.1   304.5   411.6   489.0   544.8   599.1   659.7   747.0  1249.4  8473.8 31759.9  21401.2    21485
read      417.2   537.0    80.4   124.7   140.7   267.2   376.0   477.6   607.4   788.4   953.7  1126.2  1437.5  6378.2 17014.4  44425.8    44464
read      404.4   411.1    80.4   124.4   139.8   261.4   358.9   450.7   553.6   760.3   985.2  1180.4  1491.9  3551.6  9466.4  51887.6    51924
read      415.3   819.8    86.8   128.6   143.7   295.2   418.9   515.4   584.7   647.5   720.2   828.9  1301.8 10800.3 32254.2  26164.7    26130
read      409.4   757.1    80.4   129.1   144.0   294.4   416.8   513.8   583.4   646.6   717.6   819.1  1371.4 10323.6 31866.4  25018.0    25075
read      408.2   429.7    80.4   124.1   139.7   264.3   375.2   483.3   616.2   777.2   931.7  1116.6  1434.3  4457.6 10248.5  45071.2    45091
read      400.1   404.1    80.4   126.3   141.0   261.3   352.8   434.9   518.6   723.1  1002.2  1207.0  1485.1  3182.9  9583.1  51820.4    51757
read      393.4   397.0    80.4   126.8   141.7   252.3   332.0   406.5   483.6   644.7   976.4  1281.9  1676.2  2592.5  8469.6  67910.2    67885
