cat ~/1218latency.txt
Random waveform, supplied seed
Total number of intervals = 180 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676)
Average QPS expected = 50230
Timestamp start: 1653387575088
Timestamp end: 1653389375499

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      314.1   335.6   101.3   166.2   189.0   287.6   325.6   346.7   363.4   382.5   407.0   450.4   633.7  5226.5 13255.0   5015.1     5031
read      418.6   490.8    80.4   132.9   149.2   272.9   371.4   456.2   547.7   723.7   942.6  1188.3  1723.6  5604.2 13271.6  54868.2    54838
read      315.1   358.3    80.4   135.5   151.3   272.3   334.9   372.5   401.2   436.7   484.5   566.2  1028.1  3439.2 12518.1  74875.5    74868
read      391.3   371.1    86.8   138.9   154.2   307.0   425.0   505.9   579.1   657.3   747.2   870.1  1150.0  3023.5 12814.5  30058.5    30015
read      428.8   579.1    86.8   137.0   152.5   291.7   410.1   501.7   609.7   754.3   901.9  1078.3  1528.1  6885.3 26216.4  40807.5    40743
read      384.4   333.5    86.8   137.5   152.2   320.9   438.3   519.1   575.8   634.3   703.7   799.4  1002.2  2141.3  9616.7  23675.7    23648
read      361.6   664.1    86.8   139.8   157.1   284.0   348.1   388.6   420.2   461.0   519.6   633.9  1680.0  9525.6 31197.5  97649.0    97712
read      379.5   487.4    86.8   132.8   148.7   273.4   357.5   416.6   464.6   535.0   709.2  1069.8  1559.4  4992.7 14945.9  53668.6    53672
read      416.6   449.7    86.8   132.1   148.0   277.4   376.1   456.0   532.9   691.4   957.9  1237.4  1733.0  3735.1 11938.0  55262.2    55395
read      394.0   372.1    86.8   135.9   150.9   304.7   431.5   523.6   596.4   672.4   759.4   876.8  1138.9  3102.5 11859.4  29450.1    29425
read      364.9   282.4    86.8   138.4   154.8   330.2   422.5   474.9   509.6   547.4   592.7   666.8   834.3  3154.4  8662.7  15154.7    15173
read      343.0   512.1    86.8   137.3   153.3   278.8   345.0   386.0   417.4   457.0   512.3   623.6  1567.7  7481.8 24740.4  82383.1    82475
read      310.9   344.9    86.8   136.1   151.6   271.5   334.7   372.6   401.5   436.8   484.3   562.9   823.3  3353.8 15351.3  90399.0    90555
read      414.4   512.9    80.4   132.5   148.5   283.4   386.7   465.4   544.8   702.1   909.8  1130.4  1568.0  5078.4 19012.3  47954.2    47944
read      400.6   386.4    86.8   136.1   151.0   311.2   443.2   535.6   607.1   680.7   767.1   884.3  1163.4  4237.0 12567.3  28278.5    28313
read      416.7   345.6    86.8   138.8   154.1   321.5   464.4   566.0   647.2   729.3   817.1   939.5  1239.0  2570.0  9458.5  28547.1    28504
read      385.5   332.3    80.4   135.9   151.0   325.1   442.6   520.4   574.6   630.9   697.0   793.1  1010.7  2660.7 12741.1  22913.3    22886
read      404.1   370.8    86.8   137.3   152.6   291.4   417.8   518.1   620.7   727.2   838.2   978.8  1274.1  2515.2 11694.1  35795.0    35717
read      364.9   270.3    86.8   138.5   154.9   332.9   424.8   476.9   511.9   550.1   594.0   662.4   808.2  2761.2  9372.9  14857.5    14828
read      395.1   809.2    80.4   138.9   156.1   287.1   354.1   396.0   428.9   471.3   541.7   783.2  1836.3 10194.3 31930.0  81585.5    81704
read      318.9   357.7    86.8   136.6   152.8   278.1   343.3   383.5   413.5   450.0   497.1   574.7   857.4  4002.1 13475.5  55875.7    55771
read      314.0   307.0    80.4   136.6   152.3   274.0   337.6   375.2   403.6   439.6   489.1   571.2   862.7  3360.5  9534.4  85384.8    85226
read      319.3   340.3    86.8   136.7   152.7   279.4   344.0   382.4   410.9   446.9   495.4   578.8   867.9  3600.1 12115.9  74901.4    75020
read      353.1   386.6    93.8   141.3   159.1   322.1   399.8   443.2   472.7   504.9   544.5   608.3   754.0  3951.3 13234.5  12458.0    12441
read      380.3   664.8    86.8   138.0   154.5   288.1   361.6   407.1   444.4   494.1   571.6   810.5  1722.5  9678.3 31348.6  56231.5    56208
read      381.6   442.9    86.8   137.3   152.8   333.3   431.5   492.9   536.0   582.6   636.1   721.6   923.4  5179.6 15386.7  17466.1    17446
read      373.8   679.6    80.4   139.1   156.0   284.1   350.6   392.9   426.3   468.3   530.8   685.8  1751.2  9408.8 31424.1  86840.8    86943
read      422.5   425.5    86.8   136.3   152.8   293.0   396.5   474.6   550.3   704.3   930.8  1193.2  1680.3  3696.5 10880.4  49115.7    49138
read      425.3   480.9    86.8   135.8   152.5   290.3   398.4   482.3   574.8   736.9   939.1  1169.6  1628.0  4763.3 14790.3  49738.6    49839
read      436.4   532.0    86.8   138.3   155.1   298.4   409.6   494.6   587.9   757.4   959.3  1178.1  1593.1  5488.0 20563.7  47751.6    47752
read      399.7   410.4    86.8   137.7   152.7   316.4   445.7   535.9   603.5   671.5   746.0   858.9  1139.8  3587.5 13192.7  27052.5    27181
read      322.7   315.8    93.8   161.9   189.5   299.7   346.2   371.7   390.1   410.6   435.9   480.5   597.4  4771.6 13700.3   6240.8     6170
read      331.1   320.9    93.8   159.4   184.8   308.5   362.5   391.5   411.2   433.3   462.8   508.1   637.2  4019.9 11845.3   7257.0     7187
read      358.9   536.3    86.8   141.3   159.0   283.8   346.9   387.9   420.3   462.3   524.0   661.8  1672.7  7679.4 28111.1  99169.7    99387
read      309.7   331.9    86.8   137.0   152.5   270.4   331.7   368.7   397.0   431.8   478.8   558.8   822.0  3673.5 10209.2  91962.6    91970
read      317.0   351.3    86.8   137.9   153.7   278.0   341.9   380.5   409.4   445.1   492.7   573.7   846.4  3197.4 16154.0  79639.0    79658
read      318.4   296.9    86.8   138.1   154.7   281.1   344.8   384.3   413.8   450.0   498.1   577.5   871.6  2930.0 10247.9  59280.9    59230
read      318.7   345.2    86.8   138.3   154.3   279.6   344.7   383.7   412.2   447.6   493.8   572.9   846.1  3857.9 11356.7  78079.9    78081
read      319.4   290.6    80.4   138.0   154.3   282.2   347.4   386.2   414.8   449.8   495.9   574.1   855.3  3430.2  8860.1  64304.9    64242
read      414.1   466.0    86.8   139.6   155.6   295.5   414.5   504.6   600.8   719.8   845.4  1009.8  1385.5  5298.4 15194.6  37677.4    37702
read      428.6   560.1    86.8   138.4   154.4   292.1   412.9   509.5   617.7   750.4   890.4  1064.6  1538.0  6783.8 28444.0  40741.9    40686
read      414.4   346.8    86.8   140.2   156.0   313.7   451.9   555.0   638.2   727.1   823.9   953.7  1265.0  2210.5 10178.1  30295.8    30376
read      438.1   580.2    80.4   136.0   151.8   294.6   419.9   522.2   639.0   783.3   919.5  1093.2  1656.2  6631.4 28734.8  38424.8    38416
read      347.5   558.1    80.4   138.2   154.9   281.4   347.6   389.1   420.1   458.5   511.4   624.2  1529.8  7303.9 30528.2  66023.9    65892
read      423.1   538.5    80.4   138.8   154.8   296.6   414.3   503.4   603.6   733.1   870.2  1046.9  1461.4  7005.5 19353.3  39505.0    39560
read      358.2   479.1    86.8   151.3   173.9   324.7   396.8   434.6   460.4   490.0   526.9   584.3   723.5  5231.5 29200.3  10050.3    10016
read      390.1   523.0    80.4   136.4   153.0   283.1   365.7   421.7   467.9   540.2   703.9  1057.7  1661.5  6078.5 17543.3  55197.3    55224
read      391.4   445.1    86.8   137.9   153.4   333.0   442.0   513.5   563.2   614.7   677.0   770.1   986.8  5941.7 15753.0  20003.9    19982
read      426.0   475.2    86.8   132.9   148.9   283.9   390.1   473.3   570.7   757.8   986.8  1202.5  1639.8  4273.9 13317.2  48115.8    48114
read      409.9   419.8    80.4   138.1   153.6   292.8   416.4   513.6   613.3   725.3   841.4   992.8  1329.2  4600.4 11545.6  36333.8    36283
read      384.4   337.6    86.8   137.6   152.9   323.4   436.1   515.3   571.4   629.3   697.9   794.5  1011.5  2220.9 11865.8  23316.1    23315
read      355.5   268.2    86.8   148.9   169.5   326.6   404.9   448.4   477.2   510.3   549.3   614.0   756.2  3512.9  9216.7  11181.0    11150
read      364.0   609.8    86.8   143.4   161.5   290.0   355.2   396.2   429.3   471.2   535.4   651.4  1641.2  8976.4 30477.0  98680.6    98724
read      321.5   323.8    86.8   140.0   156.5   282.5   348.1   387.6   416.9   452.8   500.5   581.2   843.3  3274.8 11733.0  56913.1    56880
read      360.2   347.5    86.8   141.1   159.0   327.3   412.4   459.4   491.6   527.0   569.3   633.0   795.8  3517.2 11807.1  13514.7    13467
read      362.0   622.3    86.8   140.5   157.9   282.7   347.8   389.2   421.6   462.7   523.0   644.9  1767.6  8915.7 30940.4  99287.9    99368
read      411.6   457.5    86.8   134.9   151.5   289.5   396.1   472.8   551.3   691.2   881.0  1100.4  1540.4  3772.3 12900.5  46128.5    46206
read      340.2   358.6    86.8   139.9   156.2   290.8   361.5   402.8   434.8   475.4   535.1   640.4  1241.6  3328.3 11435.4  71685.1    71651
read      403.5   398.9    86.8   140.3   155.9   333.7   453.0   535.0   596.6   663.5   739.0   849.1  1094.0  3315.0 14721.5  22615.6    22741
read      347.1   369.8    86.8   140.6   157.3   290.9   362.1   404.7   438.1   481.4   543.1   671.6  1373.1  3724.5 13612.0  56636.1    56654
read      318.5   336.3    86.8   140.5   157.0   275.8   339.2   376.9   405.8   442.5   493.5   579.6   879.1  3774.8  9966.0  99400.9    99570
read      397.9   385.5    86.8   140.7   156.9   326.9   442.9   524.3   586.2   652.6   728.6   837.8  1086.5  3043.5 12484.6  22957.4    23047
read      388.8   659.3    86.8   142.5   160.4   300.5   371.4   415.3   450.5   497.3   568.6   741.4  1839.7  7726.4 31126.8  70103.8    70008
read      444.5   619.1    86.8   139.2   156.2   304.1   415.5   499.0   585.4   739.5   938.4  1174.3  1692.0  7543.5 29683.4  42934.7    42943
read      436.9   411.0    80.4   141.3   159.0   304.7   420.2   510.3   609.3   769.5   961.0  1178.8  1571.3  3829.0 12119.5  46647.3    46704
read      338.9   382.7    86.8   142.3   159.1   287.1   355.0   396.1   428.1   468.1   526.1   634.6  1305.5  3757.2 13436.1  75901.8    75970
