#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      268.0   205.2    86.8   152.3   167.1   249.5   286.0   305.9   319.6   337.6   361.7   404.6   575.8  2647.9  7899.0  29970.0    30000
read      267.3   198.5    80.4   148.0   163.1   248.8   286.4   306.9   320.9   339.3   363.7   408.2   584.3  2681.5  7632.0  30039.3    30010
read      262.0   216.6    86.8   147.7   161.9   240.5   278.8   300.6   316.6   335.9   361.4   405.5   564.1  2529.2  8363.6  30070.3    30020
read      255.9   195.0    80.4   142.1   156.8   234.2   272.7   294.3   310.2   328.9   354.4   399.7   566.3  2571.0  7351.0  29986.0    30030
read      261.1   199.2    86.8   147.7   162.1   240.7   278.5   299.6   314.8   333.0   357.5   402.1   553.9  2285.4  7970.7  30028.0    30040
read      264.7   189.2    86.8   150.5   165.0   244.1   282.0   303.4   318.5   337.4   362.7   408.6   578.3  2480.5  7366.0  30008.3    30050
read      262.8   201.1    86.8   146.3   160.7   240.1   279.3   302.0   318.3   338.3   364.8   414.8   589.5  2332.8  8198.7  30131.9    30060
read      274.7   197.7    86.8   152.0   167.0   250.8   292.4   316.5   334.7   356.3   385.3   436.4   608.6  2786.2  7822.1  30067.9    30070
read      264.1   206.4    86.8   145.2   159.6   238.6   279.8   304.7   322.5   344.5   372.8   423.6   597.5  2543.0  8036.1  30088.4    30080
read      266.6   193.4    80.4   145.0   160.3   242.4   284.4   309.6   328.5   351.5   382.1   432.3   596.5  2311.8  7700.7  30135.6    30090
read      265.4   212.7    86.8   146.7   161.5   241.6   280.6   304.0   320.9   342.1   369.3   417.7   591.6  2690.7  8056.8  30075.2    30100
read      266.2   216.6    80.4   146.2   161.5   244.3   284.2   306.3   321.6   341.5   368.6   416.2   587.7  2688.6  8093.1  30103.6    30110
read      266.7   199.2    80.4   146.3   161.5   244.1   285.6   308.9   325.1   344.4   371.5   423.5   592.2  2587.0  7967.4  30058.8    30120
read      262.0   216.8    86.8   147.6   161.6   238.0   277.3   300.5   317.5   337.8   364.0   409.7   575.3  2655.5  8439.9  30073.3    30130
read      262.4   199.2    86.8   144.7   159.4   240.0   279.7   302.1   318.4   338.4   364.3   409.7   586.1  2629.2  7695.2  30199.1    30140
