Random waveform, random seed
Total number of intervals = 600 (33151, 25341, 59014, 56905, 50751, 74863, 37523, 68368, 37301, 35553, 17127, 53281, 31780, 71648, 63041, 91835, 85284, 92765, 43030, 91945, 26415, 65157, 33843, 66786, 43738, 12288, 44549, 58210, 33934, 76064, 78700, 17167, 50743, 35362, 32361, 44885, 99033, 29807, 64834, 22496, 36681, 67799, 62073, 78314, 94567, 16748, 37309, 77094, 99068, 41175, 72397, 18542, 72816, 31736, 92346, 31066, 30945, 5349, 89251, 78276, 23537, 47935, 63015, 32732, 17027, 78820, 37942, 72199, 13569, 97792, 71526, 14471, 56546, 8447, 97710, 25426, 68933, 35603, 91062, 10099, 12502, 35510, 55592, 17877, 12081, 85412, 53862, 14101, 24863, 94671, 51179, 48277, 14530, 94044, 67665, 5702, 38268, 43504, 82135, 83329, 9999, 45969, 84984, 81219, 75542, 52647, 28222, 31591, 32901, 98910, 42047, 96872, 85016, 54839, 9107, 66231, 36688, 91071, 72578, 21826, 80548, 5609, 84303, 32274, 8539, 14304, 15683, 97013, 84269, 46035, 43831, 59821, 30836, 76220, 48739, 85669, 99089, 23843, 62604, 59477, 47859, 12865, 51379, 84651, 94426, 28030, 23210, 58692, 68780, 26029, 33353, 97024, 88224, 8518, 42157, 37653, 61750, 56093, 76652, 89884, 66494, 86765, 88202, 16905, 26484, 74961, 76976, 12536, 35911, 45828, 91968, 39719, 19257, 22572, 70589, 32060, 24181, 34698, 82175, 91815, 30610, 64113, 61779, 70087, 47512, 70649, 88280, 94942, 51186, 76996, 73895, 19409, 16805, 43967, 73485, 55860, 56594, 41844, 12706, 43945, 70304, 78527, 49895, 44016, 33236, 23536, 29366, 60666, 81440, 80833, 47565, 10702, 82436, 16662, 26687, 69590, 54289, 65622, 53237, 59339, 11093, 94335, 8553, 66883, 64967, 77292, 7510, 11726, 8122, 38586, 69078, 99531, 39640, 27507, 78716, 95460, 14795, 96818, 46441, 31681, 14349, 7718, 89525, 25562, 67400, 13043, 88804, 64952, 12735, 46222, 50283, 98788, 84276, 63699, 36329, 47895, 55014, 97072, 37861, 54383, 39289, 98363, 63983, 66108, 63331, 29861, 24009, 88599, 44102, 53317, 71297, 56180, 31182, 87755, 96921, 61938, 92219, 72068, 91337, 79445, 94085, 92436, 20673, 81851, 54044, 39465, 21486, 63265, 58052, 48568, 65664, 97568, 13943, 27049, 77230, 14118, 20176, 80490, 79315, 89902, 87947, 10116, 27101, 87415, 96576, 60307, 26961, 15204, 31938, 68658, 74704, 28785, 80880, 84889, 12545, 87931, 22654, 32494, 5754, 44191, 33371, 14938, 31457, 57822, 75974, 98021, 26808, 8158, 78444, 89318, 50842, 85001, 90462, 95607, 11022, 51818, 47455, 63013, 94531, 79152, 23899, 51599, 86254, 61232, 6064, 31682, 43144, 13791, 25617, 39210, 17694, 73124, 79005, 7369, 23367, 32140, 39353, 45380, 64796, 51740, 75161, 19335, 17221, 14196, 88965, 16318, 37325, 64810, 92337, 67451, 16320, 65086, 73822, 23963, 82778, 54091, 70803, 22310, 32805, 7782, 25016, 16989, 15628, 25410, 82296, 29159, 6199, 18801, 65263, 6932, 88231, 30552, 51672, 68297, 80747, 39496, 69774, 13780, 41542, 57185, 6438, 44933, 54253, 36314, 70019, 39997, 40474, 72643, 68796, 10339, 67037, 82640, 24902, 92426, 38219, 76300, 63651, 92720, 37832, 28654, 62643, 49308, 54070, 89728, 21223, 16781, 22026, 17304, 79764, 39624, 38606, 34173, 99654, 11052, 78946, 64248, 44957, 77928, 68375, 52918, 16315, 82967, 14393, 80354, 80281, 77944, 40151, 55013, 74237, 70447, 16852, 76891, 20969, 20702, 86325, 99972, 42029, 85427, 19027, 63464, 74527, 95610, 69455, 67033, 24222, 57114, 54523, 16979, 32949, 46042, 73585, 33739, 32453, 67255, 50142, 6043, 62622, 91377, 76278, 70973, 30148, 95811, 20543, 70821, 30559, 65598, 37950, 28164, 98425, 69639, 30660, 58396, 30357, 97770, 74701, 73716, 41706, 62048, 32198, 68018, 41047, 11624, 87044, 23627, 43529, 19935, 22377, 23503, 51389, 62507, 59155, 50409, 37179, 77252, 99248, 28668, 23169, 35563, 82681, 41439, 45694, 27332, 78141, 33865, 54245, 93750, 64690, 71031, 53787, 85406, 49419, 9577, 76523, 95004, 43081, 88919, 93348, 48725, 47241, 77893, 36428, 98574, 7644, 84734, 63180, 58210, 31879, 21869, 31852, 44816, 91724, 16058, 29385, 8586, 44380, 78149, 64859, 54147, 56801, 14851, 84118, 69637, 89161, 85361, 60028, 5656, 10596, 18395, 78911, 44528, 91315, 85780, 74204, 85027, 47835, 91727, 77207, 10312, 78633, 29702, 12631, 9988, 53794, 10551, 16344, 91572, 31099, 24735, 30356, 83299, 75800, 17589, 18062, 89032, 90751, 12695, 34860, 62294, 87695, 50473)
Average QPS expected = 52365
Timestamp start: 1653405275449
Timestamp end: 1653407076515

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      419.2   408.3    80.4   134.7   154.9   318.6   436.7   523.5   595.5   684.5   798.4   971.3  1361.1  4806.5 12325.4  33124.3    33151
read      399.2   424.4    80.4   141.7   163.3   339.9   446.6   519.5   568.2   620.5   685.1   794.2  1023.4  3820.5 26680.5  25276.0    25341
read      420.8   476.9    80.4   138.7   159.8   308.5   408.8   480.5   546.6   647.1   804.6  1102.2  1657.9  4657.8 19563.9  58943.0    59014
read      351.1   396.9    74.4   138.4   159.7   315.7   394.5   436.8   467.0   499.2   537.2   597.4   859.4  4403.5 11885.2  56944.7    56905
read      348.9   234.0    80.4   140.4   161.6   320.2   402.3   445.5   474.3   505.5   544.1   609.8   814.8  2459.5  7745.6  50742.0    50751
read      351.3   418.9    74.4   138.9   159.7   313.1   388.8   431.7   461.5   496.5   541.7   619.7   890.7  4048.9 15518.9  74978.7    74863
read      445.0   687.2    80.4   141.2   162.7   338.8   443.1   506.1   562.0   632.3   753.8   973.2  1999.5  8129.5 30499.8  37477.0    37523
read      515.2  1093.4    80.4   148.9   174.0   345.2   437.6   498.7   548.4   632.6   803.3  1159.8  3501.6 12028.1 32886.2  68145.0    68368
read      415.5   459.8    80.4   145.1   167.7   342.7   443.1   501.6   550.2   614.6   707.4   875.7  1316.1  6796.7 12302.1  37104.7    37301
read      408.1   295.3    80.4   144.7   166.6   338.8   446.6   521.1   583.3   645.8   736.3   876.6  1234.4  1738.1  8924.0  35564.3    35553
read      372.6   418.5    86.8   147.3   169.3   335.2   427.9   481.6   513.9   546.7   589.8   650.0   823.8  3442.3 28516.3  17166.7    17127
read      437.7   376.6    80.4   149.3   173.7   344.4   455.0   529.4   591.5   673.6   799.7  1030.5  1509.4  4230.0  9879.2  53019.7    53281
read      420.6   417.2    80.4   145.3   167.6   348.5   455.5   528.6   589.4   647.7   740.1   893.4  1208.9  6045.7 11730.7  31824.0    31780
read      504.8  1041.5    80.4   150.3   175.3   341.0   423.7   473.9   512.4   570.2   722.2  1272.6  3898.1 10748.3 32445.5  71460.0    71648
read      350.1   283.0    80.4   142.4   163.9   318.6   396.3   438.9   467.5   500.2   541.6   612.5   858.9  3828.6 11243.0  62833.3    63041
read      362.8   352.0    80.4   150.9   174.1   325.2   399.6   440.3   469.1   505.7   556.4   643.6   921.5  3935.1 12323.1  91772.3    91835
read      340.7   239.3    80.4   146.4   168.1   309.8   383.2   424.5   453.7   487.1   528.8   594.4   815.6  2578.5  8218.6  85446.3    85284
read      358.8   398.2    80.4   147.8   170.4   319.5   393.2   434.1   464.1   499.9   546.6   634.5   934.5  4397.8 14680.1  92647.7    92765
read      429.4   535.3    80.4   148.9   172.5   344.8   443.8   498.3   542.7   608.0   705.2   895.4  1733.9  6158.5 21123.6  42837.7    43030
read      505.2   778.7    80.4   165.3   196.2   368.0   454.2   512.9   565.9   644.6   798.8  1226.5  2595.9  9895.9 30455.2  92038.7    91945
read      403.2   438.7    80.4   144.4   165.7   340.3   441.4   506.0   558.0   615.6   691.7   821.8  1106.9  4836.9 20546.4  26460.7    26415
read      469.5   914.2    80.4   147.9   171.9   338.3   426.4   477.8   517.0   574.4   687.9  1008.1  2755.8 10674.9 32012.7  65179.0    65157
read      397.8   330.1    80.4   145.7   167.5   339.5   434.3   489.2   535.2   598.6   678.9   835.5  1193.7  3372.2  9980.3  33847.3    33843
read      530.7  1084.2    74.4   149.8   176.3   348.0   439.7   497.5   545.1   628.5   843.2  1417.8  3993.0 10419.8 35135.7  66463.7    66786
read      447.2   760.1    80.4   138.0   159.8   325.4   432.4   496.4   551.8   641.7   786.5  1026.0  1810.5  8885.1 30474.2  43685.3    43738
read      377.7   693.2    80.4   143.4   164.7   324.2   406.0   451.4   480.0   512.0   549.0   611.3   841.0  8707.7 31632.5  12338.3    12288
read      445.9   556.6    80.4   142.7   166.4   342.7   460.9   538.3   607.0   700.3   832.9  1044.0  1478.0  6003.4 15559.0  44534.7    44549
read      427.4   369.2    80.4   140.3   163.1   324.0   432.4   504.0   571.0   666.6   824.8  1089.5  1615.3  3363.1  9319.9  58312.3    58210
read      418.3   405.9    80.4   142.1   164.1   342.0   450.4   521.9   580.4   651.4   744.3   911.5  1323.5  3785.0 12700.4  34084.0    33934
read      547.1  1046.2    74.4   157.1   186.4   362.1   451.9   511.5   571.2   689.9   971.3  1489.3  2770.8 11205.5 34918.8  75989.7    76064
read      359.6   299.6    74.4   142.9   164.6   322.1   400.9   444.9   476.0   513.4   563.3   653.2   985.6  3089.6  9146.2  78271.7    78700
read      393.4   605.8    86.8   146.0   166.9   339.5   425.1   474.9   515.1   555.7   605.2   691.2  1011.2  7936.2 30744.1  17240.7    17167
read      474.9   653.8    80.4   145.7   168.8   340.3   456.1   534.6   607.7   713.3   894.6  1176.9  1950.0  7834.9 29769.8  50793.3    50743
read      427.0   497.2    80.4   141.7   162.0   333.2   451.0   529.8   600.7   679.8   784.0   955.2  1383.2  6496.9 13851.8  35216.7    35362
