#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      259.7   214.6    80.4   145.1   159.6   237.4   274.6   296.0   312.8   332.9   359.8   403.8   574.3  2448.5  8728.7  30061.0    30000
read      258.2   222.1    86.8   144.9   158.8   235.5   274.6   296.7   312.7   331.2   355.5   399.4   562.7  2310.7  8673.9  29948.6    30010
read      261.0   214.4    86.8   148.3   162.1   240.0   277.3   298.0   313.5   331.8   356.4   400.5   566.9  2488.2  8495.1  29979.4    30020
read      260.1   229.6    86.8   145.0   159.4   235.1   273.6   295.5   312.1   331.8   358.3   404.0   590.5  2991.2  8646.6  30075.9    30030
read      253.6   224.6    86.8   142.4   156.1   231.4   268.7   289.6   304.7   321.8   346.5   397.6   562.3  2426.5  8649.5  30068.4    30040
read      257.5   223.6    86.8   142.1   155.9   232.5   272.2   295.7   313.7   335.1   363.6   412.5   580.2  2470.7  8681.0  30027.2    30050
read      257.1   215.4    80.4   142.3   156.4   232.3   271.4   294.2   311.4   331.4   357.2   403.3   587.0  2853.7  8211.3  30057.6    30060
read      257.7   234.4    86.8   141.2   155.2   230.6   270.2   293.9   312.1   335.0   367.3   421.6   596.6  2562.7 10115.0  30045.0    30070
read      251.6   212.5    86.8   141.0   154.7   229.0   265.3   286.8   303.2   323.2   350.1   395.9   563.9  2458.3  8373.0  30074.4    30080
read      259.3   242.9    86.8   147.0   160.9   235.9   273.2   294.5   310.2   328.2   352.0   395.8   574.2  2932.5  9288.9  30100.6    30090
read      249.9   206.5    86.8   140.6   154.5   228.9   264.8   285.2   299.7   317.6   341.5   385.4   545.8  2534.1  8134.1  30168.5    30100
read      259.2   219.8    86.8   147.8   161.9   239.2   275.1   295.3   310.0   326.8   348.8   393.7   558.5  2466.3  8766.8  30077.4    30110
read      250.7   241.5    80.4   140.8   154.7   228.8   263.9   284.2   298.8   316.8   340.3   384.2   551.9  3060.1  9216.9  30146.5    30120
