#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      237.8   230.1    80.4   133.7   146.1   211.7   246.9   269.0   286.4   307.9   334.7   372.8   517.1  3152.5  9074.3  29980.5    30000
read      237.6   239.5    80.4   133.4   145.8   210.8   245.7   268.2   286.4   309.2   336.8   374.2   517.1  3084.9  8873.7  30025.5    30010
read      238.9   227.3    80.4   133.4   145.8   212.9   248.5   270.3   287.6   308.5   335.0   374.3   533.3  3210.1  8658.5  30036.9    30020
read      237.7   227.1    74.4   135.1   147.5   212.7   246.5   268.0   285.1   305.9   331.8   371.2   520.8  3063.6  8395.0  30052.8    30030
read      241.9   236.7    80.4   138.4   150.6   216.3   250.8   272.6   290.4   311.3   336.8   374.1   514.4  3113.8  8881.3  30029.5    30040
read      239.1   232.3    80.4   134.4   146.7   212.7   249.7   272.4   289.7   310.2   336.3   374.6   509.3  3191.3  8789.2  30020.4    30050
read      245.8   237.4    80.4   138.7   151.2   220.3   256.1   278.7   296.1   317.1   342.6   383.3   527.9  3161.7  9046.2  30089.2    30060
read      240.9   241.3    80.4   133.9   146.2   213.3   250.2   273.0   290.8   311.7   337.8   378.4   540.6  3368.4  8757.0  30138.3    30070
read      239.6   246.4    74.4   133.7   146.1   212.6   249.2   271.9   289.6   310.5   335.9   373.0   521.1  3255.0 10788.7  30101.3    30080
read      248.4   222.7    80.4   138.9   151.8   221.6   260.0   284.1   302.0   323.6   350.7   392.8   541.1  3085.0  8554.7  30117.6    30090
read      239.1   212.3    80.4   134.6   147.4   214.1   248.7   271.0   289.2   311.0   337.4   375.1   523.5  2827.7  7995.4  30053.1    30100
read      245.0   240.0    86.8   139.5   151.9   219.7   254.9   276.8   293.8   314.2   339.4   378.6   532.2  3080.6  9283.5  30090.0    30110
read      242.3   209.9    80.4   137.0   149.5   216.2   252.7   276.0   294.5   315.9   342.3   383.0   531.0  2996.6  7961.6  30092.9    30120
read      237.2   239.2    80.4   131.9   144.4   211.2   248.0   270.6   287.7   307.9   333.6   372.7   522.1  2985.9  9243.6  30132.4    30130
read      241.9   261.9    80.4   134.9   147.4   213.8   251.3   274.7   292.8   314.2   340.7   382.3   531.5  3278.7  9884.4  30169.6    30140
read      238.9   240.6    74.4   134.9   147.4   213.1   249.1   271.4   288.8   309.4   335.0   372.7   513.8  3076.9  8903.1  30117.7    30150
